# CREATED BY GENE DIAGNOSTICS TOOL on Mon Feb 21 16:43:42 2022
# diag: nrgsummary, run(s): 1-dat, time window: 0-1760.9161(1 steps), species: i
# original data path: /marconi_scratch/userexternal/pmulholl/p02/
# normalization: L_ref=1.65m
#
#  t          G_tot       Q_tot       P_tot     
  3.5099E+02  1.4891E-01  3.3516E+00  9.8501E-03
  3.5190E+02  1.4860E-01  3.3586E+00  9.8654E-03
  3.5281E+02  1.4770E-01  3.3754E+00  7.7072E-03
  3.5372E+02  1.4673E-01  3.4040E+00  5.0461E-03
  3.5463E+02  1.4763E-01  3.4423E+00  3.1039E-03
  3.5554E+02  1.5045E-01  3.4832E+00  2.4013E-03
  3.5645E+02  1.5118E-01  3.5197E+00  1.0105E-03
  3.5736E+02  1.5325E-01  3.5519E+00  9.1474E-04
  3.5824E+02  1.5468E-01  3.5790E+00  2.8294E-03
  3.5914E+02  1.5645E-01  3.5963E+00  2.8936E-03
  3.6004E+02  1.5785E-01  3.6078E+00  2.7283E-03
  3.6094E+02  1.5983E-01  3.6200E+00  2.7030E-03
  3.6184E+02  1.6150E-01  3.6336E+00  1.4614E-03
  3.6274E+02  1.6260E-01  3.6455E+00  2.1924E-03
  3.6364E+02  1.6160E-01  3.6559E+00  2.6829E-03
  3.6453E+02  1.6061E-01  3.6736E+00  3.8884E-03
  3.6543E+02  1.5887E-01  3.6956E+00  4.6483E-03
  3.6633E+02  1.5792E-01  3.7213E+00  2.4063E-03
  3.6723E+02  1.5831E-01  3.7434E+00 -2.2190E-03
  3.6813E+02  1.5951E-01  3.7605E+00 -8.5795E-03
  3.6903E+02  1.6185E-01  3.7771E+00 -1.4090E-02
  3.6993E+02  1.6298E-01  3.7930E+00 -1.9572E-02
  3.7083E+02  1.6224E-01  3.8002E+00 -2.3485E-02
  3.7173E+02  1.6385E-01  3.8019E+00 -2.7146E-02
  3.7263E+02  1.6583E-01  3.7908E+00 -3.0866E-02
  3.7353E+02  1.6582E-01  3.7743E+00 -3.1392E-02
  3.7443E+02  1.6543E-01  3.7653E+00 -2.8266E-02
  3.7533E+02  1.6528E-01  3.7648E+00 -2.6616E-02
  3.7622E+02  1.6473E-01  3.7655E+00 -2.6018E-02
  3.7712E+02  1.6612E-01  3.7654E+00 -2.4977E-02
  3.7802E+02  1.6750E-01  3.7696E+00 -2.4696E-02
  3.7892E+02  1.7072E-01  3.7719E+00 -2.5966E-02
  3.7982E+02  1.7309E-01  3.7662E+00 -2.7016E-02
  3.8072E+02  1.7445E-01  3.7513E+00 -2.8712E-02
  3.8162E+02  1.7327E-01  3.7401E+00 -2.9014E-02
  3.8252E+02  1.7155E-01  3.7340E+00 -2.7184E-02
  3.8342E+02  1.6911E-01  3.7328E+00 -2.5425E-02
  3.8432E+02  1.6559E-01  3.7313E+00 -2.3928E-02
  3.8522E+02  1.6329E-01  3.7241E+00 -2.1827E-02
  3.8612E+02  1.6395E-01  3.7156E+00 -1.9356E-02
  3.8702E+02  1.6397E-01  3.7067E+00 -1.5712E-02
  3.8791E+02  1.6530E-01  3.7000E+00 -1.4251E-02
  3.8881E+02  1.6716E-01  3.6944E+00 -1.2635E-02
  3.8971E+02  1.6746E-01  3.6827E+00 -1.2140E-02
  3.9061E+02  1.6647E-01  3.6642E+00 -1.1865E-02
  3.9151E+02  1.6615E-01  3.6513E+00 -8.6052E-03
  3.9241E+02  1.6614E-01  3.6437E+00 -4.3813E-03
  3.9331E+02  1.6656E-01  3.6402E+00 -1.6745E-03
  3.9421E+02  1.6762E-01  3.6425E+00 -1.4519E-03
  3.9511E+02  1.6574E-01  3.6437E+00 -4.1322E-03
  3.9601E+02  1.6400E-01  3.6427E+00 -3.7988E-03
  3.9691E+02  1.6441E-01  3.6336E+00 -2.1427E-03
  3.9781E+02  1.6541E-01  3.6209E+00 -9.5660E-06
  3.9871E+02  1.6663E-01  3.6072E+00  5.7247E-03
  3.9960E+02  1.6672E-01  3.5950E+00  1.3189E-02
  4.0050E+02  1.6634E-01  3.5836E+00  1.7237E-02
  4.0140E+02  1.6610E-01  3.5681E+00  1.4612E-02
  4.0230E+02  1.6390E-01  3.5488E+00  7.3678E-03
  4.0320E+02  1.6171E-01  3.5368E+00 -2.8068E-04
  4.0410E+02  1.5829E-01  3.5364E+00 -6.5545E-03
  4.0500E+02  1.5703E-01  3.5435E+00 -1.0612E-02
  4.0590E+02  1.5796E-01  3.5504E+00 -1.2052E-02
  4.0680E+02  1.5812E-01  3.5583E+00 -1.1686E-02
  4.0770E+02  1.5811E-01  3.5682E+00 -1.2483E-02
  4.0860E+02  1.5856E-01  3.5645E+00 -1.0625E-02
  4.0950E+02  1.6042E-01  3.5504E+00 -9.3392E-03
  4.1040E+02  1.6168E-01  3.5306E+00 -7.7229E-03
  4.1129E+02  1.6341E-01  3.5010E+00 -3.2511E-03
  4.1219E+02  1.6176E-01  3.4778E+00  6.8912E-04
  4.1309E+02  1.5946E-01  3.4661E+00  4.3463E-03
  4.1399E+02  1.5838E-01  3.4603E+00  6.1401E-03
  4.1489E+02  1.5548E-01  3.4525E+00  6.4793E-03
  4.1579E+02  1.5276E-01  3.4347E+00  5.8500E-03
  4.1669E+02  1.5119E-01  3.4041E+00  5.4209E-03
  4.1759E+02  1.5051E-01  3.3718E+00  6.2789E-03
  4.1849E+02  1.5007E-01  3.3428E+00  5.5188E-03
  4.1939E+02  1.4945E-01  3.3234E+00  2.7829E-03
  4.2029E+02  1.4968E-01  3.3024E+00 -5.2550E-04
  4.2119E+02  1.4892E-01  3.2764E+00 -6.1941E-03
  4.2209E+02  1.4787E-01  3.2454E+00 -1.2121E-02
  4.2298E+02  1.4672E-01  3.2201E+00 -2.1100E-02
  4.2388E+02  1.4406E-01  3.2011E+00 -2.8744E-02
  4.2478E+02  1.4163E-01  3.1885E+00 -3.4918E-02
  4.2568E+02  1.3915E-01  3.1881E+00 -3.8323E-02
  4.2658E+02  1.3767E-01  3.1909E+00 -3.8482E-02
  4.2748E+02  1.3709E-01  3.1974E+00 -4.0140E-02
  4.2838E+02  1.3689E-01  3.2006E+00 -4.5132E-02
  4.2928E+02  1.3615E-01  3.1914E+00 -4.9341E-02
  4.3018E+02  1.3404E-01  3.1885E+00 -5.1567E-02
  4.3108E+02  1.3196E-01  3.1842E+00 -5.2200E-02
  4.3198E+02  1.3118E-01  3.1828E+00 -5.3701E-02
  4.3288E+02  1.3374E-01  3.1787E+00 -5.5333E-02
  4.3378E+02  1.3682E-01  3.1807E+00 -5.4926E-02
  4.3467E+02  1.3763E-01  3.1942E+00 -5.4755E-02
  4.3557E+02  1.3969E-01  3.2074E+00 -5.4904E-02
  4.3647E+02  1.4275E-01  3.2189E+00 -5.3945E-02
  4.3737E+02  1.4388E-01  3.2249E+00 -5.3069E-02
  4.3827E+02  1.4221E-01  3.2267E+00 -5.2076E-02
  4.3917E+02  1.4250E-01  3.2232E+00 -5.0152E-02
  4.4007E+02  1.4310E-01  3.2199E+00 -4.8915E-02
  4.4097E+02  1.4291E-01  3.2175E+00 -4.7229E-02
  4.4187E+02  1.4330E-01  3.2193E+00 -4.3250E-02
  4.4277E+02  1.4466E-01  3.2252E+00 -3.8915E-02
  4.4367E+02  1.4496E-01  3.2368E+00 -3.6174E-02
  4.4457E+02  1.4703E-01  3.2462E+00 -3.5002E-02
  4.4547E+02  1.4940E-01  3.2518E+00 -3.7240E-02
  4.4636E+02  1.5076E-01  3.2572E+00 -3.8287E-02
  4.4726E+02  1.5259E-01  3.2667E+00 -3.8144E-02
  4.4816E+02  1.5370E-01  3.2737E+00 -3.4034E-02
  4.4906E+02  1.5234E-01  3.2732E+00 -2.9974E-02
  4.4996E+02  1.4999E-01  3.2755E+00 -2.7611E-02
  4.5086E+02  1.4811E-01  3.2819E+00 -2.7352E-02
  4.5176E+02  1.4674E-01  3.2977E+00 -2.9819E-02
  4.5266E+02  1.4602E-01  3.3056E+00 -3.2158E-02
  4.5356E+02  1.4760E-01  3.3053E+00 -3.3329E-02
  4.5446E+02  1.4760E-01  3.3043E+00 -3.3120E-02
  4.5536E+02  1.4829E-01  3.3048E+00 -3.3469E-02
  4.5626E+02  1.4691E-01  3.3051E+00 -3.4102E-02
  4.5716E+02  1.4499E-01  3.3022E+00 -3.3218E-02
  4.5805E+02  1.4464E-01  3.2984E+00 -3.3342E-02
  4.5895E+02  1.4584E-01  3.2974E+00 -3.4306E-02
  4.5985E+02  1.4590E-01  3.2998E+00 -3.4599E-02
  4.6075E+02  1.4718E-01  3.3031E+00 -3.3809E-02
  4.6165E+02  1.4801E-01  3.3151E+00 -3.1227E-02
  4.6255E+02  1.4748E-01  3.3297E+00 -2.7234E-02
  4.6345E+02  1.5008E-01  3.3501E+00 -2.3027E-02
  4.6435E+02  1.5311E-01  3.3643E+00 -1.7574E-02
  4.6525E+02  1.5339E-01  3.3656E+00 -1.2448E-02
  4.6615E+02  1.5275E-01  3.3544E+00 -9.4848E-03
  4.6701E+02  1.5347E-01  3.3422E+00 -8.7517E-03
  4.6790E+02  1.5492E-01  3.3370E+00 -1.0775E-02
  4.6879E+02  1.5470E-01  3.3358E+00 -1.3359E-02
  4.6968E+02  1.5346E-01  3.3404E+00 -1.5757E-02
  4.7057E+02  1.5399E-01  3.3544E+00 -1.5411E-02
  4.7145E+02  1.5354E-01  3.3628E+00 -1.3735E-02
  4.7234E+02  1.5341E-01  3.3655E+00 -1.3406E-02
  4.7323E+02  1.5353E-01  3.3609E+00 -1.2759E-02
  4.7412E+02  1.5576E-01  3.3516E+00 -9.8001E-03
  4.7501E+02  1.5479E-01  3.3421E+00 -7.8428E-03
  4.7590E+02  1.5340E-01  3.3341E+00 -9.0301E-03
  4.7678E+02  1.5296E-01  3.3284E+00 -9.5109E-03
  4.7767E+02  1.5169E-01  3.3239E+00 -8.1816E-03
  4.7856E+02  1.5185E-01  3.3137E+00 -6.4676E-03
  4.7945E+02  1.5264E-01  3.3050E+00 -4.6040E-03
  4.8034E+02  1.5287E-01  3.2989E+00 -4.4212E-03
  4.8123E+02  1.5345E-01  3.3055E+00 -6.8036E-03
  4.8211E+02  1.5446E-01  3.3190E+00 -8.5914E-03
  4.8300E+02  1.5416E-01  3.3329E+00 -1.0845E-02
  4.8389E+02  1.5176E-01  3.3359E+00 -1.4189E-02
  4.8478E+02  1.5027E-01  3.3269E+00 -1.4483E-02
  4.8567E+02  1.4856E-01  3.3177E+00 -1.5483E-02
  4.8656E+02  1.4629E-01  3.3121E+00 -1.9308E-02
  4.8744E+02  1.4491E-01  3.3074E+00 -2.3590E-02
  4.8833E+02  1.4543E-01  3.3001E+00 -2.7806E-02
  4.8922E+02  1.4917E-01  3.2875E+00 -3.1653E-02
  4.9011E+02  1.4979E-01  3.2658E+00 -3.4686E-02
  4.9100E+02  1.4659E-01  3.2482E+00 -3.7439E-02
  4.9189E+02  1.4524E-01  3.2279E+00 -3.7743E-02
  4.9277E+02  1.4278E-01  3.2100E+00 -3.5954E-02
  4.9366E+02  1.4101E-01  3.2001E+00 -3.3332E-02
  4.9455E+02  1.3845E-01  3.1945E+00 -2.9802E-02
  4.9544E+02  1.3815E-01  3.2006E+00 -2.5393E-02
  4.9633E+02  1.3883E-01  3.2108E+00 -2.0911E-02
  4.9722E+02  1.3968E-01  3.2266E+00 -1.6177E-02
  4.9810E+02  1.4108E-01  3.2446E+00 -1.4833E-02
  4.9899E+02  1.4204E-01  3.2656E+00 -1.3397E-02
  4.9988E+02  1.4353E-01  3.2812E+00 -1.0001E-02
  5.0077E+02  1.4534E-01  3.2908E+00 -7.9749E-03
  5.0166E+02  1.4595E-01  3.3026E+00 -6.0469E-03
  5.0255E+02  1.4661E-01  3.3202E+00 -6.0446E-03
  5.0343E+02  1.4830E-01  3.3404E+00 -5.7413E-03
  5.0432E+02  1.4994E-01  3.3674E+00 -4.3238E-03
  5.0521E+02  1.5132E-01  3.3926E+00  1.1158E-04
  5.0610E+02  1.5241E-01  3.4112E+00  5.6283E-03
  5.0699E+02  1.5359E-01  3.4265E+00  1.1627E-02
  5.0788E+02  1.5416E-01  3.4346E+00  1.4143E-02
  5.0876E+02  1.5373E-01  3.4413E+00  1.4370E-02
  5.0965E+02  1.5355E-01  3.4474E+00  1.2722E-02
  5.1054E+02  1.5387E-01  3.4548E+00  1.0793E-02
  5.1143E+02  1.5608E-01  3.4661E+00  7.5199E-03
  5.1232E+02  1.5568E-01  3.4754E+00  3.9597E-03
  5.1321E+02  1.5625E-01  3.4827E+00  2.2766E-03
  5.1409E+02  1.5657E-01  3.4963E+00  1.7847E-03
  5.1498E+02  1.5799E-01  3.5160E+00  1.1318E-03
  5.1587E+02  1.5852E-01  3.5387E+00 -8.6760E-05
  5.1676E+02  1.5851E-01  3.5506E+00 -1.0365E-03
  5.1765E+02  1.5829E-01  3.5526E+00 -3.2109E-03
  5.1854E+02  1.5928E-01  3.5482E+00 -5.5575E-03
  5.1942E+02  1.6033E-01  3.5504E+00 -7.1866E-03
  5.2031E+02  1.6041E-01  3.5638E+00 -7.9805E-03
  5.2120E+02  1.6014E-01  3.5880E+00 -1.0359E-02
  5.2209E+02  1.6050E-01  3.6230E+00 -1.4437E-02
  5.2298E+02  1.6115E-01  3.6480E+00 -1.8140E-02
  5.2387E+02  1.6252E-01  3.6675E+00 -2.0032E-02
  5.2475E+02  1.6454E-01  3.6875E+00 -2.0614E-02
  5.2564E+02  1.6497E-01  3.7051E+00 -2.1820E-02
  5.2653E+02  1.6611E-01  3.7229E+00 -2.3186E-02
  5.2742E+02  1.6836E-01  3.7444E+00 -2.4432E-02
  5.2831E+02  1.7010E-01  3.7665E+00 -2.4772E-02
  5.2920E+02  1.7208E-01  3.7872E+00 -2.4056E-02
  5.3008E+02  1.7292E-01  3.8034E+00 -2.5594E-02
  5.3097E+02  1.7341E-01  3.8209E+00 -2.7065E-02
  5.3186E+02  1.7363E-01  3.8332E+00 -2.7154E-02
  5.3275E+02  1.7296E-01  3.8350E+00 -2.5647E-02
  5.3364E+02  1.7139E-01  3.8479E+00 -2.7969E-02
  5.3453E+02  1.7075E-01  3.8733E+00 -3.0629E-02
  5.3541E+02  1.7181E-01  3.9045E+00 -3.1940E-02
  5.3630E+02  1.7247E-01  3.9271E+00 -3.0225E-02
  5.3719E+02  1.7232E-01  3.9332E+00 -2.6249E-02
  5.3807E+02  1.7261E-01  3.9275E+00 -2.1068E-02
  5.3893E+02  1.7493E-01  3.9105E+00 -1.5534E-02
  5.3981E+02  1.7631E-01  3.8931E+00 -9.2384E-03
  5.4069E+02  1.7558E-01  3.8723E+00 -4.7765E-03
  5.4157E+02  1.7538E-01  3.8397E+00 -2.0558E-03
  5.4244E+02  1.7365E-01  3.7954E+00 -1.5319E-03
  5.4332E+02  1.7151E-01  3.7520E+00  8.3157E-04
  5.4420E+02  1.6906E-01  3.7143E+00  4.5202E-03
  5.4507E+02  1.6817E-01  3.6840E+00  8.3513E-03
  5.4595E+02  1.6739E-01  3.6598E+00  8.7141E-03
  5.4683E+02  1.6510E-01  3.6395E+00  4.8208E-03
  5.4771E+02  1.6297E-01  3.6290E+00  1.7011E-03
  5.4858E+02  1.6140E-01  3.6221E+00 -4.5959E-04
  5.4946E+02  1.6131E-01  3.6075E+00 -3.2930E-03
  5.5034E+02  1.6064E-01  3.5866E+00 -3.8580E-03
  5.5122E+02  1.6068E-01  3.5615E+00 -3.7485E-03
  5.5209E+02  1.5957E-01  3.5364E+00 -4.6800E-03
  5.5297E+02  1.5664E-01  3.5239E+00 -7.5644E-03
  5.5385E+02  1.5577E-01  3.5129E+00 -1.0553E-02
  5.5473E+02  1.5870E-01  3.5039E+00 -1.1640E-02
  5.5560E+02  1.6153E-01  3.5004E+00 -1.1012E-02
  5.5648E+02  1.6103E-01  3.4955E+00 -9.7580E-03
  5.5736E+02  1.6165E-01  3.4908E+00 -7.9158E-03
  5.5823E+02  1.6209E-01  3.4755E+00 -4.2113E-03
  5.5911E+02  1.6086E-01  3.4571E+00  3.8343E-04
  5.5999E+02  1.5874E-01  3.4405E+00  4.3120E-03
  5.6087E+02  1.5689E-01  3.4253E+00  6.1603E-03
  5.6174E+02  1.5573E-01  3.4116E+00  7.9785E-03
  5.6262E+02  1.5290E-01  3.4069E+00  9.9305E-03
  5.6350E+02  1.4955E-01  3.4131E+00  1.2541E-02
  5.6438E+02  1.4752E-01  3.4235E+00  1.5086E-02
  5.6525E+02  1.4538E-01  3.4280E+00  1.7060E-02
  5.6613E+02  1.4572E-01  3.4270E+00  1.8037E-02
  5.6701E+02  1.4708E-01  3.4202E+00  1.7893E-02
  5.6789E+02  1.4788E-01  3.4101E+00  1.5421E-02
  5.6876E+02  1.4766E-01  3.4039E+00  1.3543E-02
  5.6964E+02  1.4805E-01  3.4050E+00  1.3304E-02
  5.7052E+02  1.4883E-01  3.4095E+00  1.6457E-02
  5.7139E+02  1.5110E-01  3.4099E+00  1.9124E-02
  5.7227E+02  1.5156E-01  3.4092E+00  2.0339E-02
  5.7315E+02  1.5450E-01  3.4115E+00  1.9054E-02
  5.7403E+02  1.5453E-01  3.4100E+00  1.5603E-02
  5.7490E+02  1.5401E-01  3.4016E+00  1.4263E-02
  5.7578E+02  1.5442E-01  3.3869E+00  1.1481E-02
  5.7666E+02  1.5273E-01  3.3790E+00  9.7707E-03
  5.7754E+02  1.5200E-01  3.3846E+00  9.1778E-03
  5.7841E+02  1.5280E-01  3.4006E+00  1.0006E-02
  5.7929E+02  1.5357E-01  3.4196E+00  1.4024E-02
  5.8017E+02  1.5451E-01  3.4322E+00  1.7124E-02
  5.8105E+02  1.5437E-01  3.4269E+00  1.8164E-02
  5.8192E+02  1.5547E-01  3.4143E+00  1.5648E-02
  5.8280E+02  1.5579E-01  3.3980E+00  1.1812E-02
  5.8368E+02  1.5418E-01  3.3812E+00  6.9112E-03
  5.8455E+02  1.5337E-01  3.3636E+00  5.8734E-03
  5.8543E+02  1.5263E-01  3.3422E+00  6.4572E-03
  5.8631E+02  1.5209E-01  3.3255E+00  4.9403E-03
  5.8719E+02  1.5095E-01  3.3125E+00  3.8995E-03
  5.8806E+02  1.5071E-01  3.3036E+00  4.1903E-03
  5.8894E+02  1.5203E-01  3.3020E+00  2.3002E-03
  5.8982E+02  1.5339E-01  3.3029E+00 -1.2958E-03
  5.9070E+02  1.5561E-01  3.2999E+00 -2.7077E-03
  5.9157E+02  1.5523E-01  3.2934E+00 -3.1056E-03
  5.9245E+02  1.5256E-01  3.2919E+00 -2.1002E-03
  5.9333E+02  1.5122E-01  3.2950E+00 -2.2610E-03
  5.9421E+02  1.5065E-01  3.3030E+00 -5.3491E-03
  5.9508E+02  1.5129E-01  3.3040E+00 -6.2742E-03
  5.9596E+02  1.5246E-01  3.3006E+00 -3.5083E-03
  5.9684E+02  1.5221E-01  3.2956E+00 -1.6664E-03
  5.9771E+02  1.4998E-01  3.2897E+00 -6.1064E-05
  5.9859E+02  1.5265E-01  3.2746E+00  1.8301E-04
  5.9947E+02  1.5492E-01  3.2510E+00  2.2168E-03
  6.0035E+02  1.5588E-01  3.2329E+00  3.7235E-03
  6.0122E+02  1.5658E-01  3.2266E+00  4.7257E-03
  6.0210E+02  1.5349E-01  3.2241E+00  6.1577E-03
  6.0298E+02  1.5136E-01  3.2209E+00  7.2309E-03
  6.0386E+02  1.4964E-01  3.2238E+00  7.7552E-03
  6.0473E+02  1.4931E-01  3.2281E+00  5.5836E-03
  6.0561E+02  1.5042E-01  3.2233E+00  4.0876E-03
  6.0649E+02  1.5256E-01  3.2095E+00  3.0836E-03
  6.0737E+02  1.5177E-01  3.1972E+00  5.4287E-03
  6.0824E+02  1.5176E-01  3.1904E+00  7.9492E-03
  6.0912E+02  1.5061E-01  3.1923E+00  8.7896E-03
  6.1000E+02  1.5022E-01  3.1995E+00  9.8557E-03
  6.1087E+02  1.5037E-01  3.2140E+00  1.1243E-02
  6.1175E+02  1.4994E-01  3.2355E+00  1.2200E-02
  6.1263E+02  1.4827E-01  3.2616E+00  1.2572E-02
  6.1351E+02  1.4826E-01  3.2885E+00  1.2725E-02
  6.1438E+02  1.4880E-01  3.3101E+00  1.3314E-02
  6.1526E+02  1.4963E-01  3.3280E+00  1.5475E-02
  6.1614E+02  1.5152E-01  3.3441E+00  1.6074E-02
  6.1702E+02  1.5421E-01  3.3609E+00  1.4249E-02
  6.1789E+02  1.5449E-01  3.3697E+00  1.2848E-02
  6.1877E+02  1.5523E-01  3.3751E+00  1.2196E-02
  6.1965E+02  1.5552E-01  3.3894E+00  1.2964E-02
  6.2053E+02  1.5549E-01  3.4030E+00  1.3622E-02
  6.2140E+02  1.5562E-01  3.4204E+00  1.4130E-02
  6.2228E+02  1.5511E-01  3.4499E+00  1.7217E-02
  6.2316E+02  1.5531E-01  3.4902E+00  1.9952E-02
  6.2403E+02  1.5382E-01  3.5221E+00  2.1502E-02
  6.2491E+02  1.5340E-01  3.5478E+00  2.2484E-02
  6.2579E+02  1.5403E-01  3.5751E+00  2.5257E-02
  6.2667E+02  1.5561E-01  3.6006E+00  2.6061E-02
  6.2754E+02  1.5682E-01  3.6206E+00  2.5855E-02
  6.2842E+02  1.5766E-01  3.6381E+00  2.4989E-02
  6.2930E+02  1.5882E-01  3.6539E+00  2.4481E-02
  6.3018E+02  1.6091E-01  3.6681E+00  2.3891E-02
  6.3105E+02  1.6138E-01  3.6783E+00  2.3078E-02
  6.3193E+02  1.6212E-01  3.6900E+00  2.1030E-02
  6.3281E+02  1.6469E-01  3.7012E+00  1.6961E-02
  6.3369E+02  1.6658E-01  3.7048E+00  1.2555E-02
  6.3456E+02  1.6722E-01  3.6991E+00  7.6629E-03
  6.3544E+02  1.6735E-01  3.6876E+00  6.7116E-03
  6.3632E+02  1.6619E-01  3.6729E+00  8.5390E-03
  6.3719E+02  1.6580E-01  3.6565E+00  8.0535E-03
  6.3807E+02  1.6633E-01  3.6459E+00  7.0058E-03
  6.3895E+02  1.6698E-01  3.6370E+00  6.1449E-03
  6.3983E+02  1.6819E-01  3.6332E+00  7.5744E-03
  6.4070E+02  1.6805E-01  3.6265E+00  1.0224E-02
  6.4158E+02  1.6896E-01  3.6260E+00  9.6135E-03
  6.4246E+02  1.6653E-01  3.6248E+00  7.5427E-03
  6.4334E+02  1.6619E-01  3.6232E+00  4.6247E-03
  6.4421E+02  1.6402E-01  3.6231E+00  8.6395E-04
  6.4509E+02  1.6240E-01  3.6296E+00 -4.2812E-03
  6.4597E+02  1.5962E-01  3.6353E+00 -9.6108E-03
  6.4685E+02  1.5884E-01  3.6437E+00 -1.1962E-02
  6.4772E+02  1.5880E-01  3.6494E+00 -1.3231E-02
  6.4860E+02  1.6051E-01  3.6528E+00 -1.7083E-02
  6.4948E+02  1.6322E-01  3.6569E+00 -1.8093E-02
  6.5035E+02  1.6528E-01  3.6588E+00 -1.8452E-02
  6.5123E+02  1.6774E-01  3.6701E+00 -2.0971E-02
  6.5211E+02  1.6967E-01  3.6845E+00 -2.5031E-02
  6.5299E+02  1.6890E-01  3.7061E+00 -2.5490E-02
  6.5386E+02  1.6858E-01  3.7206E+00 -2.4577E-02
  6.5474E+02  1.6754E-01  3.7181E+00 -2.2642E-02
  6.5558E+02  1.6496E-01  3.7109E+00 -2.1456E-02
  6.5645E+02  1.6568E-01  3.7111E+00 -2.2539E-02
  6.5733E+02  1.6579E-01  3.7172E+00 -2.3767E-02
  6.5822E+02  1.6688E-01  3.7201E+00 -2.2122E-02
  6.5911E+02  1.7050E-01  3.7176E+00 -2.1388E-02
  6.5999E+02  1.7279E-01  3.7129E+00 -2.2132E-02
  6.6088E+02  1.7339E-01  3.7064E+00 -2.3693E-02
  6.6177E+02  1.7335E-01  3.7004E+00 -2.6511E-02
  6.6266E+02  1.7156E-01  3.6925E+00 -2.9968E-02
  6.6354E+02  1.7014E-01  3.6935E+00 -3.3376E-02
  6.6443E+02  1.6995E-01  3.6957E+00 -3.2841E-02
  6.6532E+02  1.6936E-01  3.6952E+00 -2.7613E-02
  6.6620E+02  1.7082E-01  3.6994E+00 -2.3096E-02
  6.6709E+02  1.7231E-01  3.7080E+00 -2.1340E-02
  6.6798E+02  1.7351E-01  3.7173E+00 -1.9586E-02
  6.6887E+02  1.7317E-01  3.7274E+00 -1.8098E-02
  6.6975E+02  1.7241E-01  3.7459E+00 -1.6941E-02
  6.7064E+02  1.7121E-01  3.7637E+00 -1.8832E-02
  6.7153E+02  1.7150E-01  3.7728E+00 -2.2202E-02
  6.7241E+02  1.7324E-01  3.7692E+00 -2.5492E-02
  6.7330E+02  1.7325E-01  3.7641E+00 -2.5694E-02
  6.7419E+02  1.7451E-01  3.7716E+00 -2.4549E-02
  6.7508E+02  1.7493E-01  3.7925E+00 -2.2301E-02
  6.7596E+02  1.7574E-01  3.8191E+00 -1.7292E-02
  6.7685E+02  1.7307E-01  3.8390E+00 -1.1856E-02
  6.7774E+02  1.7298E-01  3.8440E+00 -6.2750E-03
  6.7862E+02  1.7435E-01  3.8435E+00 -3.4110E-03
  6.7951E+02  1.7535E-01  3.8485E+00 -8.7168E-04
  6.8040E+02  1.7678E-01  3.8594E+00  8.8850E-04
  6.8128E+02  1.7864E-01  3.8710E+00  1.6918E-03
  6.8217E+02  1.8137E-01  3.8790E+00  1.8005E-03
  6.8306E+02  1.8213E-01  3.8798E+00  2.8685E-03
  6.8395E+02  1.8115E-01  3.8806E+00  1.7180E-03
  6.8483E+02  1.8214E-01  3.8754E+00 -2.1359E-03
  6.8572E+02  1.8395E-01  3.8704E+00 -6.4772E-03
  6.8661E+02  1.8571E-01  3.8707E+00 -7.6372E-03
  6.8749E+02  1.8452E-01  3.8759E+00 -7.4554E-03
  6.8838E+02  1.8131E-01  3.8746E+00 -8.7814E-03
  6.8927E+02  1.7833E-01  3.8641E+00 -1.1381E-02
  6.9016E+02  1.7557E-01  3.8447E+00 -1.3769E-02
  6.9104E+02  1.7517E-01  3.8278E+00 -1.6701E-02
  6.9193E+02  1.7662E-01  3.8211E+00 -1.8374E-02
  6.9282E+02  1.7810E-01  3.8201E+00 -1.9167E-02
  6.9370E+02  1.7999E-01  3.8092E+00 -1.8186E-02
  6.9459E+02  1.7834E-01  3.7884E+00 -1.8898E-02
  6.9548E+02  1.7694E-01  3.7645E+00 -2.0827E-02
  6.9636E+02  1.7803E-01  3.7423E+00 -2.0740E-02
  6.9725E+02  1.7937E-01  3.7226E+00 -1.7204E-02
  6.9814E+02  1.7953E-01  3.7098E+00 -1.1532E-02
  6.9903E+02  1.7966E-01  3.6999E+00 -8.2243E-03
  6.9991E+02  1.8052E-01  3.6837E+00 -5.4742E-03
  7.0080E+02  1.8201E-01  3.6620E+00 -3.9585E-03
  7.0169E+02  1.8084E-01  3.6395E+00 -3.1376E-03
  7.0257E+02  1.7920E-01  3.6195E+00 -9.1094E-04
  7.0346E+02  1.7708E-01  3.6038E+00  7.4969E-04
  7.0435E+02  1.7553E-01  3.5851E+00  1.8271E-03
  7.0524E+02  1.7339E-01  3.5670E+00  2.7551E-03
  7.0612E+02  1.7144E-01  3.5506E+00  1.7357E-03
  7.0701E+02  1.6870E-01  3.5288E+00  1.2309E-03
  7.0790E+02  1.6851E-01  3.5021E+00  1.6338E-03
  7.0878E+02  1.6803E-01  3.4778E+00  4.1093E-03
  7.0967E+02  1.6729E-01  3.4584E+00  1.1926E-02
  7.1056E+02  1.6603E-01  3.4487E+00  1.9832E-02
  7.1144E+02  1.6396E-01  3.4414E+00  2.2515E-02
  7.1233E+02  1.6214E-01  3.4360E+00  2.3560E-02
  7.1322E+02  1.6332E-01  3.4384E+00  2.2437E-02
  7.1411E+02  1.6371E-01  3.4347E+00  2.0286E-02
  7.1499E+02  1.6164E-01  3.4184E+00  1.6469E-02
