# CREATED BY GENE DIAGNOSTICS TOOL on Mon Feb 21 16:43:42 2022
# diag: nrgsummary, run(s): 1-dat, time window: 0-1760.9161(1 steps), species: i
# original data path: /marconi_scratch/userexternal/pmulholl/p02/
# normalization: L_ref=1.65m
#
#  t          G_tot       Q_tot       P_tot     
  7.1588E+02  1.6044E-01  3.3857E+00  1.3573E-02
  7.1677E+02  1.6013E-01  3.3569E+00  1.0868E-02
  7.1765E+02  1.6011E-01  3.3359E+00  7.9304E-03
  7.1854E+02  1.5958E-01  3.3255E+00  5.2105E-03
  7.1943E+02  1.6011E-01  3.3222E+00  3.4093E-03
  7.2032E+02  1.6147E-01  3.3247E+00  3.3203E-03
  7.2120E+02  1.6370E-01  3.3225E+00  7.9391E-03
  7.2209E+02  1.6394E-01  3.3211E+00  1.1327E-02
  7.2298E+02  1.6154E-01  3.3167E+00  1.3714E-02
  7.2386E+02  1.5704E-01  3.3197E+00  1.5360E-02
  7.2475E+02  1.5634E-01  3.3252E+00  1.8018E-02
  7.2564E+02  1.5471E-01  3.3305E+00  1.9821E-02
  7.2652E+02  1.5443E-01  3.3359E+00  1.6698E-02
  7.2741E+02  1.5562E-01  3.3421E+00  9.8192E-03
  7.2830E+02  1.5573E-01  3.3452E+00  5.6650E-03
  7.2919E+02  1.5699E-01  3.3517E+00  4.5349E-03
  7.3007E+02  1.5589E-01  3.3612E+00  3.8183E-03
  7.3096E+02  1.5421E-01  3.3649E+00  3.1509E-03
  7.3185E+02  1.5155E-01  3.3595E+00  2.1972E-03
  7.3273E+02  1.5100E-01  3.3447E+00  2.5223E-03
  7.3362E+02  1.4995E-01  3.3345E+00  2.7488E-04
  7.3451E+02  1.4827E-01  3.3294E+00 -2.2593E-03
  7.3540E+02  1.4848E-01  3.3326E+00 -4.2591E-03
  7.3628E+02  1.4767E-01  3.3387E+00 -7.8391E-03
  7.3717E+02  1.4966E-01  3.3458E+00 -1.0262E-02
  7.3806E+02  1.5167E-01  3.3489E+00 -1.3977E-02
  7.3894E+02  1.5278E-01  3.3582E+00 -1.6870E-02
  7.3983E+02  1.5470E-01  3.3700E+00 -1.6835E-02
  7.4072E+02  1.5613E-01  3.3814E+00 -1.6616E-02
  7.4160E+02  1.5779E-01  3.3908E+00 -1.6097E-02
  7.4249E+02  1.5769E-01  3.4061E+00 -1.4682E-02
  7.4338E+02  1.5730E-01  3.4227E+00 -1.1685E-02
  7.4427E+02  1.5845E-01  3.4460E+00 -1.2022E-02
  7.4515E+02  1.6058E-01  3.4591E+00 -1.4905E-02
  7.4604E+02  1.6205E-01  3.4603E+00 -1.7925E-02
  7.4693E+02  1.6407E-01  3.4568E+00 -1.8652E-02
  7.4781E+02  1.6553E-01  3.4461E+00 -1.8944E-02
  7.4870E+02  1.6648E-01  3.4410E+00 -2.0682E-02
  7.4959E+02  1.6730E-01  3.4397E+00 -2.2190E-02
  7.5048E+02  1.6633E-01  3.4377E+00 -2.3019E-02
  7.5136E+02  1.6525E-01  3.4370E+00 -2.2120E-02
  7.5225E+02  1.6450E-01  3.4329E+00 -2.1413E-02
  7.5314E+02  1.6349E-01  3.4330E+00 -2.2760E-02
  7.5402E+02  1.6393E-01  3.4348E+00 -2.4234E-02
  7.5491E+02  1.6254E-01  3.4378E+00 -2.6114E-02
  7.5580E+02  1.6021E-01  3.4363E+00 -2.6761E-02
  7.5668E+02  1.5943E-01  3.4335E+00 -2.6105E-02
  7.5757E+02  1.5674E-01  3.4264E+00 -2.2861E-02
  7.5846E+02  1.5589E-01  3.4152E+00 -1.9182E-02
  7.5935E+02  1.5679E-01  3.4063E+00 -1.6495E-02
  7.6023E+02  1.5836E-01  3.4055E+00 -1.6351E-02
  7.6112E+02  1.5972E-01  3.4060E+00 -1.3994E-02
  7.6201E+02  1.5947E-01  3.4038E+00 -1.2131E-02
  7.6289E+02  1.5898E-01  3.3997E+00 -1.1172E-02
  7.6378E+02  1.5998E-01  3.3996E+00 -8.6884E-03
  7.6467E+02  1.5991E-01  3.4050E+00 -3.9503E-03
  7.6556E+02  1.6036E-01  3.4182E+00  5.9593E-04
  7.6644E+02  1.6217E-01  3.4331E+00  2.9492E-03
  7.6733E+02  1.6310E-01  3.4503E+00  5.6894E-03
  7.6822E+02  1.6187E-01  3.4669E+00  7.2445E-03
  7.6910E+02  1.6083E-01  3.4845E+00  5.8114E-03
  7.6999E+02  1.5952E-01  3.4980E+00  4.5442E-03
  7.7088E+02  1.5904E-01  3.5060E+00  5.7155E-03
  7.7176E+02  1.5837E-01  3.5124E+00  5.6304E-03
  7.7265E+02  1.5788E-01  3.5186E+00  5.5775E-03
  7.7354E+02  1.5961E-01  3.5361E+00  4.4065E-03
  7.7443E+02  1.6135E-01  3.5516E+00  4.5596E-03
  7.7531E+02  1.6129E-01  3.5676E+00  4.4216E-03
  7.7620E+02  1.6072E-01  3.5773E+00  5.3207E-03
  7.7709E+02  1.6082E-01  3.5805E+00  6.3075E-03
  7.7797E+02  1.6279E-01  3.5894E+00  5.2901E-03
  7.7886E+02  1.6387E-01  3.6055E+00  2.9894E-03
  7.7975E+02  1.6481E-01  3.6223E+00  2.8613E-03
  7.8064E+02  1.6705E-01  3.6424E+00  1.7850E-03
  7.8152E+02  1.6653E-01  3.6693E+00  1.7990E-03
  7.8241E+02  1.6548E-01  3.6995E+00  4.2882E-03
  7.8330E+02  1.6495E-01  3.7306E+00  7.1407E-03
  7.8418E+02  1.6582E-01  3.7626E+00  9.2169E-03
  7.8507E+02  1.6763E-01  3.7812E+00  1.0824E-02
  7.8596E+02  1.6708E-01  3.7891E+00  1.2761E-02
  7.8684E+02  1.6857E-01  3.7951E+00  1.5465E-02
  7.8773E+02  1.7123E-01  3.8050E+00  1.6146E-02
  7.8862E+02  1.7151E-01  3.8188E+00  1.6686E-02
  7.8951E+02  1.6983E-01  3.8362E+00  1.8743E-02
  7.9039E+02  1.7087E-01  3.8538E+00  2.0937E-02
  7.9128E+02  1.7244E-01  3.8719E+00  2.1284E-02
  7.9217E+02  1.7562E-01  3.8985E+00  1.9540E-02
  7.9305E+02  1.7874E-01  3.9302E+00  1.8764E-02
  7.9394E+02  1.8107E-01  3.9603E+00  1.9183E-02
  7.9483E+02  1.8320E-01  3.9828E+00  1.8275E-02
  7.9572E+02  1.8429E-01  3.9900E+00  2.0859E-02
  7.9660E+02  1.8715E-01  3.9918E+00  2.4494E-02
  7.9749E+02  1.8838E-01  3.9945E+00  2.4382E-02
  7.9838E+02  1.8796E-01  3.9998E+00  2.2806E-02
  7.9926E+02  1.8599E-01  4.0030E+00  2.2791E-02
  8.0015E+02  1.8474E-01  4.0042E+00  2.3246E-02
  8.0104E+02  1.8300E-01  3.9913E+00  2.4405E-02
  8.0192E+02  1.8375E-01  3.9676E+00  2.5293E-02
  8.0281E+02  1.8198E-01  3.9497E+00  2.5485E-02
  8.0370E+02  1.7951E-01  3.9388E+00  2.4435E-02
  8.0459E+02  1.7636E-01  3.9361E+00  2.0013E-02
  8.0547E+02  1.7813E-01  3.9342E+00  1.5637E-02
  8.0636E+02  1.7960E-01  3.9290E+00  1.7468E-02
  8.0725E+02  1.8161E-01  3.9194E+00  1.9448E-02
  8.0813E+02  1.8195E-01  3.9110E+00  2.0125E-02
  8.0902E+02  1.7866E-01  3.9022E+00  1.9330E-02
  8.0991E+02  1.7774E-01  3.8972E+00  1.9296E-02
  8.1080E+02  1.7797E-01  3.8893E+00  2.0339E-02
  8.1168E+02  1.7612E-01  3.8698E+00  2.0669E-02
  8.1257E+02  1.7570E-01  3.8468E+00  1.8146E-02
  8.1346E+02  1.7662E-01  3.8335E+00  1.6638E-02
  8.1434E+02  1.7850E-01  3.8181E+00  1.5682E-02
  8.1523E+02  1.7934E-01  3.8057E+00  1.7449E-02
  8.1612E+02  1.7697E-01  3.8022E+00  2.3436E-02
  8.1700E+02  1.7401E-01  3.8013E+00  3.2189E-02
  8.1789E+02  1.7124E-01  3.8007E+00  4.1258E-02
  8.1878E+02  1.7008E-01  3.7954E+00  4.8145E-02
  8.1967E+02  1.7006E-01  3.7859E+00  5.1902E-02
  8.2055E+02  1.7147E-01  3.7779E+00  4.9661E-02
  8.2144E+02  1.7159E-01  3.7716E+00  4.3591E-02
  8.2233E+02  1.7182E-01  3.7736E+00  4.1778E-02
  8.2321E+02  1.7119E-01  3.7780E+00  4.1828E-02
  8.2410E+02  1.7029E-01  3.7784E+00  3.8947E-02
  8.2499E+02  1.6792E-01  3.7736E+00  3.1923E-02
  8.2588E+02  1.6688E-01  3.7689E+00  2.6433E-02
  8.2676E+02  1.6809E-01  3.7627E+00  2.3318E-02
  8.2765E+02  1.7059E-01  3.7661E+00  2.1952E-02
  8.2854E+02  1.7291E-01  3.7823E+00  2.1499E-02
  8.2942E+02  1.7408E-01  3.8114E+00  2.2906E-02
  8.3031E+02  1.7246E-01  3.8508E+00  2.1374E-02
  8.3120E+02  1.7265E-01  3.8853E+00  1.9379E-02
  8.3208E+02  1.7331E-01  3.9123E+00  1.7603E-02
  8.3297E+02  1.7321E-01  3.9298E+00  1.5643E-02
  8.3386E+02  1.7226E-01  3.9439E+00  1.3174E-02
  8.3475E+02  1.7357E-01  3.9533E+00  1.1292E-02
  8.3563E+02  1.7521E-01  3.9597E+00  1.2267E-02
  8.3652E+02  1.7532E-01  3.9681E+00  1.3890E-02
  8.3741E+02  1.7315E-01  3.9713E+00  1.2735E-02
  8.3829E+02  1.7239E-01  3.9700E+00  1.0371E-02
  8.3918E+02  1.7294E-01  3.9758E+00  9.4027E-03
  8.4007E+02  1.7341E-01  3.9844E+00  1.2122E-02
  8.4096E+02  1.7773E-01  3.9945E+00  1.2381E-02
  8.4184E+02  1.8114E-01  3.9919E+00  1.4758E-02
  8.4273E+02  1.8180E-01  3.9882E+00  1.7208E-02
  8.4362E+02  1.8268E-01  3.9794E+00  2.1402E-02
  8.4450E+02  1.8210E-01  3.9632E+00  2.4636E-02
  8.4539E+02  1.8237E-01  3.9474E+00  2.7127E-02
  8.4628E+02  1.8116E-01  3.9343E+00  2.8465E-02
  8.4716E+02  1.8015E-01  3.9230E+00  2.8661E-02
  8.4805E+02  1.8059E-01  3.9097E+00  2.8861E-02
  8.4894E+02  1.8112E-01  3.8871E+00  2.9299E-02
  8.4983E+02  1.7971E-01  3.8615E+00  2.7710E-02
  8.5071E+02  1.7971E-01  3.8450E+00  2.5834E-02
  8.5160E+02  1.7822E-01  3.8308E+00  2.2041E-02
  8.5249E+02  1.7778E-01  3.8133E+00  1.8425E-02
  8.5337E+02  1.7799E-01  3.7905E+00  1.6430E-02
  8.5426E+02  1.7643E-01  3.7710E+00  1.4427E-02
  8.5515E+02  1.7488E-01  3.7481E+00  1.4002E-02
  8.5604E+02  1.7409E-01  3.7219E+00  1.4083E-02
  8.5692E+02  1.7229E-01  3.7022E+00  1.2009E-02
  8.5781E+02  1.7194E-01  3.6921E+00  8.4320E-03
  8.5870E+02  1.7139E-01  3.6937E+00  7.4590E-03
  8.5958E+02  1.6983E-01  3.6921E+00  7.4040E-03
  8.6047E+02  1.6795E-01  3.6830E+00  8.2426E-03
  8.6136E+02  1.6796E-01  3.6665E+00  1.3764E-02
  8.6224E+02  1.6741E-01  3.6426E+00  1.8698E-02
  8.6313E+02  1.6711E-01  3.6144E+00  2.0946E-02
  8.6402E+02  1.6794E-01  3.5876E+00  1.9034E-02
  8.6491E+02  1.6577E-01  3.5667E+00  2.0272E-02
  8.6579E+02  1.6290E-01  3.5572E+00  2.1612E-02
  8.6668E+02  1.6119E-01  3.5494E+00  2.0308E-02
  8.6757E+02  1.6033E-01  3.5326E+00  1.5854E-02
  8.6845E+02  1.6000E-01  3.5194E+00  1.0538E-02
  8.6934E+02  1.5891E-01  3.5078E+00  9.1595E-03
  8.7023E+02  1.5733E-01  3.4948E+00  1.2639E-02
  8.7112E+02  1.5729E-01  3.4902E+00  1.5479E-02
  8.7200E+02  1.5726E-01  3.4902E+00  1.5297E-02
  8.7289E+02  1.5624E-01  3.4950E+00  1.4895E-02
  8.7378E+02  1.5525E-01  3.5036E+00  1.1720E-02
  8.7466E+02  1.5657E-01  3.5132E+00  5.1942E-03
  8.7555E+02  1.5819E-01  3.5232E+00  9.6796E-04
  8.7644E+02  1.5862E-01  3.5305E+00 -2.5983E-03
  8.7733E+02  1.5744E-01  3.5436E+00 -5.9577E-03
  8.7821E+02  1.5861E-01  3.5588E+00 -5.9747E-03
  8.7910E+02  1.5912E-01  3.5731E+00 -4.7094E-03
  8.7999E+02  1.5913E-01  3.5824E+00 -3.3283E-03
  8.8087E+02  1.5865E-01  3.5889E+00 -3.1301E-03
  8.8176E+02  1.5807E-01  3.6015E+00 -4.1722E-03
  8.8265E+02  1.5904E-01  3.6189E+00 -7.8454E-03
  8.8353E+02  1.6137E-01  3.6334E+00 -1.2780E-02
  8.8442E+02  1.6435E-01  3.6465E+00 -1.5072E-02
  8.8531E+02  1.6614E-01  3.6603E+00 -1.7031E-02
  8.8620E+02  1.6722E-01  3.6667E+00 -1.7940E-02
  8.8708E+02  1.6737E-01  3.6672E+00 -1.9495E-02
  8.8797E+02  1.6971E-01  3.6666E+00 -2.2753E-02
  8.8886E+02  1.6934E-01  3.6614E+00 -2.5348E-02
  8.8974E+02  1.6958E-01  3.6567E+00 -2.4787E-02
  8.9063E+02  1.6865E-01  3.6496E+00 -2.3044E-02
  8.9152E+02  1.6689E-01  3.6340E+00 -2.2421E-02
  8.9241E+02  1.6606E-01  3.6203E+00 -2.3699E-02
  8.9329E+02  1.6270E-01  3.6085E+00 -2.6720E-02
  8.9418E+02  1.6191E-01  3.6050E+00 -2.9169E-02
  8.9507E+02  1.6215E-01  3.6062E+00 -3.1269E-02
  8.9595E+02  1.6247E-01  3.6107E+00 -3.3434E-02
  8.9684E+02  1.6339E-01  3.6116E+00 -3.4128E-02
  8.9773E+02  1.6392E-01  3.6178E+00 -3.5135E-02
  8.9861E+02  1.6557E-01  3.6278E+00 -3.5196E-02
  8.9950E+02  1.6730E-01  3.6441E+00 -3.4746E-02
  9.0039E+02  1.7018E-01  3.6604E+00 -3.5866E-02
  9.0128E+02  1.7217E-01  3.6649E+00 -3.8587E-02
  9.0216E+02  1.7186E-01  3.6652E+00 -4.2248E-02
  9.0305E+02  1.7216E-01  3.6648E+00 -4.3658E-02
  9.0394E+02  1.7474E-01  3.6690E+00 -4.4175E-02
  9.0482E+02  1.7633E-01  3.6717E+00 -4.4789E-02
  9.0571E+02  1.7687E-01  3.6797E+00 -4.4182E-02
  9.0660E+02  1.7404E-01  3.6906E+00 -4.0200E-02
  9.0749E+02  1.7287E-01  3.6953E+00 -3.7512E-02
  9.0837E+02  1.7088E-01  3.7005E+00 -3.6101E-02
  9.0926E+02  1.7057E-01  3.7098E+00 -3.5024E-02
  9.1015E+02  1.7179E-01  3.7237E+00 -3.3088E-02
  9.1103E+02  1.7156E-01  3.7352E+00 -2.9347E-02
  9.1192E+02  1.7093E-01  3.7390E+00 -2.6188E-02
  9.1281E+02  1.7196E-01  3.7338E+00 -2.7091E-02
  9.1369E+02  1.7253E-01  3.7316E+00 -3.2181E-02
  9.1458E+02  1.7117E-01  3.7290E+00 -3.7129E-02
  9.1547E+02  1.7007E-01  3.7164E+00 -4.0665E-02
  9.1636E+02  1.7188E-01  3.6930E+00 -4.6675E-02
  9.1724E+02  1.7150E-01  3.6565E+00 -4.6358E-02
  9.1813E+02  1.6992E-01  3.6087E+00 -4.2230E-02
  9.1902E+02  1.6955E-01  3.5632E+00 -3.8332E-02
  9.1990E+02  1.6927E-01  3.5286E+00 -3.6026E-02
  9.2079E+02  1.6854E-01  3.5054E+00 -3.6495E-02
  9.2168E+02  1.6708E-01  3.4948E+00 -3.8204E-02
  9.2257E+02  1.6374E-01  3.4800E+00 -3.9594E-02
  9.2345E+02  1.6167E-01  3.4647E+00 -3.9818E-02
  9.2434E+02  1.6053E-01  3.4485E+00 -3.7569E-02
  9.2523E+02  1.5985E-01  3.4319E+00 -3.4537E-02
  9.2611E+02  1.5852E-01  3.4190E+00 -3.0413E-02
  9.2700E+02  1.5752E-01  3.4124E+00 -2.6102E-02
  9.2789E+02  1.5946E-01  3.4075E+00 -2.1778E-02
  9.2877E+02  1.6169E-01  3.4043E+00 -1.7879E-02
  9.2963E+02  1.6343E-01  3.4040E+00 -1.6345E-02
  9.3054E+02  1.6239E-01  3.4089E+00 -1.4253E-02
  9.3146E+02  1.6016E-01  3.4134E+00 -9.1440E-03
  9.3238E+02  1.5933E-01  3.4168E+00 -6.1626E-03
  9.3329E+02  1.5849E-01  3.4204E+00 -5.7676E-03
  9.3421E+02  1.5853E-01  3.4190E+00 -5.5311E-03
  9.3513E+02  1.6025E-01  3.4099E+00 -4.2355E-03
  9.3605E+02  1.5987E-01  3.4005E+00 -1.4734E-03
  9.3696E+02  1.5990E-01  3.3928E+00  4.9435E-04
  9.3788E+02  1.5812E-01  3.3892E+00  1.1185E-03
  9.3880E+02  1.5717E-01  3.3853E+00  3.1516E-03
  9.3971E+02  1.5714E-01  3.3752E+00  4.0139E-03
  9.4063E+02  1.5871E-01  3.3687E+00  5.0124E-03
  9.4155E+02  1.5801E-01  3.3615E+00  5.8316E-03
  9.4241E+02  1.5751E-01  3.3591E+00  7.2986E-03
  9.4329E+02  1.5657E-01  3.3640E+00  7.8305E-03
  9.4418E+02  1.5607E-01  3.3681E+00  7.2623E-03
  9.4508E+02  1.5671E-01  3.3725E+00  6.5726E-03
  9.4598E+02  1.5941E-01  3.3750E+00  4.9653E-03
  9.4687E+02  1.6070E-01  3.3742E+00  1.5730E-03
  9.4777E+02  1.6238E-01  3.3677E+00 -1.6744E-03
  9.4866E+02  1.6173E-01  3.3659E+00 -2.6699E-03
  9.4956E+02  1.6173E-01  3.3733E+00 -4.0657E-03
  9.5045E+02  1.6074E-01  3.3850E+00 -7.2798E-03
  9.5135E+02  1.6124E-01  3.3942E+00 -8.8205E-03
  9.5225E+02  1.5986E-01  3.3974E+00 -1.0932E-02
  9.5314E+02  1.6018E-01  3.3945E+00 -1.2280E-02
  9.5404E+02  1.5981E-01  3.3859E+00 -1.3563E-02
  9.5493E+02  1.5889E-01  3.3789E+00 -1.4139E-02
  9.5583E+02  1.5553E-01  3.3696E+00 -1.4170E-02
  9.5673E+02  1.5337E-01  3.3713E+00 -1.1395E-02
  9.5762E+02  1.5379E-01  3.3808E+00 -1.0486E-02
  9.5852E+02  1.5549E-01  3.3894E+00 -1.0722E-02
  9.5941E+02  1.5826E-01  3.3973E+00 -1.1507E-02
  9.6031E+02  1.6151E-01  3.4004E+00 -1.4418E-02
  9.6121E+02  1.6269E-01  3.4069E+00 -1.7306E-02
  9.6210E+02  1.6297E-01  3.4166E+00 -1.8194E-02
  9.6300E+02  1.6216E-01  3.4285E+00 -1.5649E-02
  9.6389E+02  1.6319E-01  3.4455E+00 -1.2042E-02
  9.6479E+02  1.6378E-01  3.4627E+00 -5.2090E-03
  9.6569E+02  1.6447E-01  3.4798E+00 -6.4595E-04
  9.6658E+02  1.6637E-01  3.4906E+00  2.2474E-03
  9.6748E+02  1.6958E-01  3.4985E+00  3.4846E-03
  9.6837E+02  1.7055E-01  3.4957E+00  3.2854E-03
  9.6927E+02  1.6976E-01  3.4938E+00  8.5331E-04
  9.7017E+02  1.6954E-01  3.4927E+00 -1.3592E-03
  9.7106E+02  1.6882E-01  3.4930E+00 -3.3033E-03
  9.7196E+02  1.6575E-01  3.4984E+00 -1.6406E-03
  9.7285E+02  1.6252E-01  3.5044E+00  4.1513E-03
  9.7375E+02  1.6081E-01  3.5050E+00  1.0497E-02
  9.7465E+02  1.6050E-01  3.5015E+00  1.1789E-02
  9.7554E+02  1.5949E-01  3.4904E+00  1.0719E-02
  9.7644E+02  1.6087E-01  3.4736E+00  9.3796E-03
  9.7733E+02  1.6249E-01  3.4686E+00  6.9967E-03
  9.7823E+02  1.6217E-01  3.4746E+00  2.6784E-03
  9.7912E+02  1.6258E-01  3.4807E+00 -5.6364E-04
  9.8002E+02  1.6311E-01  3.4754E+00  1.0416E-03
  9.8092E+02  1.6542E-01  3.4659E+00  3.5527E-03
  9.8181E+02  1.6619E-01  3.4526E+00  5.4659E-03
  9.8271E+02  1.6670E-01  3.4374E+00  7.8437E-03
  9.8360E+02  1.6583E-01  3.4185E+00  1.0689E-02
  9.8450E+02  1.6423E-01  3.3967E+00  1.1993E-02
  9.8540E+02  1.6045E-01  3.3766E+00  1.1428E-02
  9.8629E+02  1.5856E-01  3.3547E+00  8.3824E-03
  9.8719E+02  1.5841E-01  3.3352E+00  5.1337E-03
  9.8808E+02  1.5636E-01  3.3141E+00  6.8343E-04
  9.8898E+02  1.5305E-01  3.2867E+00 -3.2548E-03
  9.8988E+02  1.5203E-01  3.2601E+00 -4.0951E-03
  9.9077E+02  1.5052E-01  3.2455E+00 -2.6327E-03
  9.9167E+02  1.5015E-01  3.2357E+00  1.9713E-04
  9.9256E+02  1.5135E-01  3.2263E+00  4.6617E-03
  9.9337E+02  1.5007E-01  3.2172E+00  9.8912E-03
  9.9427E+02  1.4975E-01  3.2007E+00  1.4483E-02
  9.9511E+02  1.4924E-01  3.1832E+00  1.6801E-02
  9.9599E+02  1.4928E-01  3.1684E+00  2.1246E-02
  9.9688E+02  1.4923E-01  3.1608E+00  2.4930E-02
  9.9777E+02  1.5004E-01  3.1525E+00  3.0065E-02
  9.9866E+02  1.4974E-01  3.1445E+00  3.4080E-02
  9.9955E+02  1.4708E-01  3.1392E+00  3.6125E-02
  1.0004E+03  1.4543E-01  3.1265E+00  3.5989E-02
  1.0013E+03  1.4498E-01  3.1131E+00  3.5553E-02
  1.0022E+03  1.4437E-01  3.0979E+00  3.6091E-02
  1.0031E+03  1.4437E-01  3.0824E+00  3.6263E-02
  1.0040E+03  1.4430E-01  3.0685E+00  3.4039E-02
  1.0049E+03  1.4333E-01  3.0634E+00  3.0774E-02
  1.0058E+03  1.4488E-01  3.0685E+00  2.8805E-02
  1.0067E+03  1.4691E-01  3.0851E+00  2.5992E-02
  1.0076E+03  1.4708E-01  3.1011E+00  2.6688E-02
  1.0085E+03  1.4617E-01  3.1101E+00  2.8956E-02
  1.0093E+03  1.4479E-01  3.1195E+00  3.1855E-02
  1.0102E+03  1.4384E-01  3.1270E+00  3.0429E-02
  1.0111E+03  1.4474E-01  3.1285E+00  2.8856E-02
  1.0120E+03  1.4712E-01  3.1329E+00  2.8591E-02
  1.0129E+03  1.4808E-01  3.1392E+00  2.6428E-02
  1.0138E+03  1.4797E-01  3.1533E+00  2.4531E-02
  1.0147E+03  1.4915E-01  3.1715E+00  2.3344E-02
  1.0156E+03  1.4948E-01  3.1859E+00  2.3162E-02
  1.0165E+03  1.4963E-01  3.2015E+00  2.0636E-02
  1.0174E+03  1.5108E-01  3.2210E+00  1.7943E-02
  1.0183E+03  1.5398E-01  3.2290E+00  1.7080E-02
  1.0191E+03  1.5670E-01  3.2285E+00  1.5626E-02
  1.0200E+03  1.5822E-01  3.2214E+00  1.3057E-02
  1.0209E+03  1.5723E-01  3.2190E+00  1.0109E-02
  1.0218E+03  1.5623E-01  3.2186E+00  1.1376E-02
  1.0227E+03  1.5499E-01  3.2144E+00  1.3558E-02
  1.0236E+03  1.5584E-01  3.2033E+00  1.3994E-02
  1.0245E+03  1.5566E-01  3.1853E+00  1.2311E-02
  1.0254E+03  1.5411E-01  3.1696E+00  9.6505E-03
  1.0263E+03  1.5312E-01  3.1516E+00  8.1705E-03
  1.0272E+03  1.5140E-01  3.1340E+00  8.8184E-03
  1.0280E+03  1.5012E-01  3.1135E+00  8.7742E-03
  1.0289E+03  1.4864E-01  3.0959E+00  5.9451E-03
  1.0298E+03  1.4783E-01  3.0859E+00  4.0640E-03
  1.0307E+03  1.4876E-01  3.0863E+00  3.9629E-03
  1.0316E+03  1.5017E-01  3.0899E+00  7.6141E-03
  1.0325E+03  1.5074E-01  3.0954E+00  9.2539E-03
  1.0334E+03  1.4897E-01  3.0982E+00  1.2288E-02
  1.0343E+03  1.4945E-01  3.1026E+00  1.9942E-02
  1.0352E+03  1.4896E-01  3.1094E+00  2.4054E-02
  1.0361E+03  1.4651E-01  3.1163E+00  2.7384E-02
  1.0369E+03  1.4532E-01  3.1253E+00  2.9541E-02
  1.0378E+03  1.4530E-01  3.1249E+00  3.2135E-02
  1.0387E+03  1.4565E-01  3.1238E+00  3.4028E-02
  1.0396E+03  1.4737E-01  3.1189E+00  3.6483E-02
  1.0405E+03  1.4870E-01  3.1152E+00  4.1486E-02
  1.0414E+03  1.4898E-01  3.1097E+00  4.2464E-02
  1.0423E+03  1.4772E-01  3.1046E+00  4.3709E-02
  1.0432E+03  1.4731E-01  3.1061E+00  4.3526E-02
  1.0441E+03  1.4641E-01  3.1125E+00  4.2522E-02
  1.0450E+03  1.4768E-01  3.1299E+00  4.0764E-02
  1.0459E+03  1.4861E-01  3.1525E+00  3.8685E-02
  1.0467E+03  1.5052E-01  3.1698E+00  3.9548E-02
  1.0476E+03  1.5224E-01  3.1776E+00  4.0978E-02
  1.0485E+03  1.5320E-01  3.1806E+00  4.2557E-02
  1.0494E+03  1.5450E-01  3.1821E+00  4.2735E-02
  1.0503E+03  1.5471E-01  3.1828E+00  4.2095E-02
  1.0512E+03  1.5510E-01  3.1843E+00  3.9739E-02
  1.0521E+03  1.5318E-01  3.1905E+00  3.5386E-02
  1.0530E+03  1.5212E-01  3.1993E+00  3.1193E-02
  1.0539E+03  1.5176E-01  3.2071E+00  2.7403E-02
  1.0548E+03  1.5209E-01  3.2118E+00  2.3821E-02
  1.0556E+03  1.5248E-01  3.2137E+00  1.9724E-02
  1.0565E+03  1.5269E-01  3.2137E+00  1.6541E-02
  1.0574E+03  1.5400E-01  3.2157E+00  1.4849E-02
  1.0583E+03  1.5568E-01  3.2136E+00  1.5607E-02
  1.0592E+03  1.5537E-01  3.2107E+00  1.7093E-02
  1.0601E+03  1.5523E-01  3.2131E+00  1.6434E-02
  1.0610E+03  1.5466E-01  3.2237E+00  1.5648E-02
  1.0619E+03  1.5501E-01  3.2332E+00  1.6885E-02
  1.0628E+03  1.5364E-01  3.2350E+00  1.8264E-02
  1.0637E+03  1.5194E-01  3.2376E+00  1.9146E-02
  1.0645E+03  1.5052E-01  3.2461E+00  1.9648E-02
  1.0654E+03  1.4951E-01  3.2560E+00  2.1628E-02
  1.0663E+03  1.4817E-01  3.2671E+00  2.2489E-02
  1.0672E+03  1.4879E-01  3.2757E+00  2.2021E-02
  1.0681E+03  1.4868E-01  3.2849E+00  2.1215E-02
  1.0690E+03  1.5123E-01  3.2973E+00  2.2160E-02
  1.0699E+03  1.5547E-01  3.3050E+00  2.2889E-02
  1.0708E+03  1.5732E-01  3.3143E+00  2.3568E-02
  1.0717E+03  1.5818E-01  3.3270E+00  2.4693E-02
  1.0726E+03  1.5696E-01  3.3472E+00  2.4348E-02
  1.0735E+03  1.5631E-01  3.3602E+00  2.6293E-02
  1.0743E+03  1.5619E-01  3.3640E+00  2.8418E-02
  1.0752E+03  1.5610E-01  3.3642E+00  3.1486E-02
  1.0761E+03  1.5636E-01  3.3620E+00  3.3439E-02
  1.0770E+03  1.5485E-01  3.3626E+00  3.5430E-02
  1.0779E+03  1.5534E-01  3.3693E+00  3.5933E-02
  1.0788E+03  1.5697E-01  3.3863E+00  3.6740E-02
  1.0797E+03  1.5527E-01  3.4049E+00  3.6512E-02
  1.0806E+03  1.5174E-01  3.4249E+00  3.5192E-02
  1.0815E+03  1.5118E-01  3.4426E+00  3.2892E-02
  1.0824E+03  1.5293E-01  3.4510E+00  3.0600E-02
  1.0832E+03  1.5420E-01  3.4505E+00  2.9734E-02
  1.0841E+03  1.5652E-01  3.4470E+00  3.1581E-02
