0082  | 5.000000e-03 | 5.500000e-01 |  0.1010  0.2800
0083  | 1.000000e-02 | 5.500000e-01 |  0.0980  0.2920
0084  | 1.500000e-02 | 5.500000e-01 |  0.1030  0.3190
0085  | 2.000000e-02 | 5.500000e-01 |  0.1100  0.3450
0086  | 2.500000e-02 | 5.500000e-01 |     NaN     NaN
0087  | 3.000000e-02 | 5.500000e-01 |  0.2330  0.5830
0088  | 3.500000e-02 | 5.500000e-01 |  0.3560  0.5700
0089  | 0.000000e+00 | 6.000000e-01 |  0.1200  0.2990
0090  | 5.000000e-03 | 6.000000e-01 |  0.1130  0.3050
0091  | 1.000000e-02 | 6.000000e-01 |  0.1140  0.3150
0092  | 1.500000e-02 | 6.000000e-01 |  0.1160  0.3360
0093  | 2.000000e-02 | 6.000000e-01 |  0.1190  0.3640
0094  | 2.500000e-02 | 6.000000e-01 |     NaN     NaN
0095  | 3.000000e-02 | 6.000000e-01 |  0.2360  0.6180
0096  | 3.500000e-02 | 6.000000e-01 |  0.3520  0.6050
0097  | 0.000000e+00 | 6.500000e-01 |  0.1320  0.3210
0098  | 5.000000e-03 | 6.500000e-01 |  0.1270  0.3280
0099  | 1.000000e-02 | 6.500000e-01 |  0.1270  0.3380
0100  | 1.500000e-02 | 6.500000e-01 |  0.1290  0.3560
0101  | 2.000000e-02 | 6.500000e-01 |  0.1280  0.3830
0102  | 2.500000e-02 | 6.500000e-01 |     NaN     NaN
0103  | 3.000000e-02 | 6.500000e-01 |  0.2410  0.6500
0104  | 3.500000e-02 | 6.500000e-01 |  0.3480  0.6370
0105  | 0.000000e+00 | 7.000000e-01 |  0.1420  0.3440
0106  | 5.000000e-03 | 7.000000e-01 |  0.1390  0.3500
0107  | 1.000000e-02 | 7.000000e-01 |  0.1400  0.3590
0108  | 1.500000e-02 | 7.000000e-01 |  0.1390  0.3760
0109  | 2.000000e-02 | 7.000000e-01 |  0.1350  0.4010
0110  | 2.500000e-02 | 7.000000e-01 |     NaN     NaN
0111  | 3.000000e-02 | 7.000000e-01 |  0.2460  0.6790
0112  | 3.500000e-02 | 7.000000e-01 |  0.3440  0.6660
0113  | 0.000000e+00 | 7.500000e-01 |  0.1510  0.3680
0114  | 5.000000e-03 | 7.500000e-01 |  0.1480  0.3710
0115  | 1.000000e-02 | 7.500000e-01 |  0.1490  0.3800
0116  | 1.500000e-02 | 7.500000e-01 |  0.1470  0.3950
0117  | 2.000000e-02 | 7.500000e-01 |  0.1400  0.4190
0118  | 2.500000e-02 | 7.500000e-01 |  0.1270  0.7380
0119  | 3.000000e-02 | 7.500000e-01 |  0.2510  0.7060
0120  | 3.500000e-02 | 7.500000e-01 |  0.3410  0.6930
0121  | 0.000000e+00 | 8.000000e-01 |  0.1600  0.3910
0122  | 5.000000e-03 | 8.000000e-01 |  0.1560  0.3920
0123  | 1.000000e-02 | 8.000000e-01 |  0.1570  0.4000
0124  | 1.500000e-02 | 8.000000e-01 |  0.1540  0.4140
0125  | 2.000000e-02 | 8.000000e-01 |  0.1430  0.4350
0126  | 2.500000e-02 | 8.000000e-01 |  0.1270  0.7620
0127  | 3.000000e-02 | 8.000000e-01 |  0.2540  0.7320
0128  | 3.500000e-02 | 8.000000e-01 |  0.3370  0.7190
