&parameters
gridpoints =   128
q0 =   9.4784239999999997E-01
shat =  -4.9473299999999998E-02
s0   =   1.0000000000000000E+00
minor_r=   1.0000000000000000E+00
trpeps =   0.0000000000000000E+00
beta =   0.0000000000000000E+00
Lref =   0.0000000000000000E+00
Bref =   0.0000000000000000E+00
magn_geometry = 'gist'
/
  3.5707716494000001E+00  1.5626049556999999E+00  0.0000000000000000E+00  1.1369852127000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.2720771657000001E+00  1.3176209949000001E-01  9.9964017337000000E-02 -2.3914503209999999E-01  9.8848279274999999E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  3.3948507227000002E+00  1.6166499894999999E+00  0.0000000000000000E+00  1.2378485581000001E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.2604578071000001E+00  1.0859838462000000E-01  1.2186250878000000E-01 -2.3631239823000000E-01  9.9882145900000001E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  3.1650162085000000E+00  1.6539283303000001E+00  0.0000000000000000E+00  1.3561815573000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.2477410342999999E+00  8.5320885415999997E-02  1.3707388382999999E-01 -2.9436481265999997E-01  9.9924938024000003E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  2.8894167147999998E+00  1.6568190688000000E+00  0.0000000000000000E+00  1.4750508103000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.2316602777000001E+00  5.9476744705000001E-02  1.5141841187999999E-01 -3.6720409105000001E-01  9.9349899168999993E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  2.5781252392999998E+00  1.6228776799000000E+00  0.0000000000000000E+00  1.5925816101000001E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.2133189525999999E+00  2.6187995004000000E-02  1.6351432445000000E-01 -3.6445398746000002E-01  9.7820942097000003E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  2.2579103807999998E+00  1.5535693787000000E+00  0.0000000000000000E+00  1.7019840272000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.1955540926999999E+00 -6.8507134385999997E-03  1.7311789931999999E-01 -3.5850259836999998E-01  9.5681446412000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  1.9505025889000001E+00  1.4502344525999999E+00  0.0000000000000000E+00  1.7891979237000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.1775632530000000E+00 -3.3951534025000001E-02  1.6805096521999999E-01 -3.9204054041000003E-01  9.2579362794000009E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  1.6617587276000001E+00  1.3139889170000001E+00  0.0000000000000000E+00  1.8451822470999999E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.1574458213000001E+00 -6.1811725658000000E-02  1.5484835307000000E-01 -4.1628314151000001E-01  8.9049091429999994E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  1.4094512888999999E+00  1.1645499023999999E+00  0.0000000000000000E+00  1.8797170497000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.1371865032999999E+00 -9.3584702719000004E-02  1.5235665829000000E-01 -3.6386100463999999E-01  8.6354511142000003E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  1.2169569258999999E+00  1.0151982856999999E+00  0.0000000000000000E+00  1.8828657772999999E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.1228263396000000E+00 -1.1251725621000000E-01  1.4341926077000000E-01 -2.2620507093000000E-01  8.3299578603000004E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  1.0677747115000000E+00  8.6730544403999998E-01  0.0000000000000000E+00  1.8682685511999999E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.1147516225000000E+00 -1.1624794079000000E-01  1.2197562457000000E-01 -1.3136787989000001E-01  8.1536637338000002E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  9.5919949873999999E-01  7.2589534560000002E-01  0.0000000000000000E+00  1.8323731543999999E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.1093634925000000E+00 -1.1936829097000000E-01  9.6884124342000000E-02 -9.7676830495000005E-02  8.0042079031999993E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  8.9099820432999999E-01  6.0041160457999998E-01  0.0000000000000000E+00  1.7771792061000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.1058794628999999E+00 -1.3146513020000000E-01  8.1236287335999996E-02 -5.4720316434000001E-02  7.7762474693000003E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  8.6104465114999995E-01  5.1385338321999996E-01  0.0000000000000000E+00  1.7212590919999999E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.1036465172000001E+00 -1.2793708425000000E-01  6.9920839171000004E-02 -4.1896877768000003E-02  7.8022120211999999E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  8.6489175865000001E-01  4.4223031215000003E-01  0.0000000000000000E+00  1.6239388904000001E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.0995288598999999E+00 -1.1552406599999999E-01  4.8747996356000002E-02 -1.5418803013999999E-01  7.8386689478999996E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  8.7803130344000002E-01  3.8709566217000002E-01  0.0000000000000000E+00  1.5194739420000001E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.0882566950000001E+00 -1.0057397911000000E-01  2.1953726622999999E-02 -2.5922130825000000E-01  8.0096533848000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  8.8069298939999996E-01  3.5844011216999999E-01  0.0000000000000000E+00  1.4604393654000001E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.0759736970000000E+00 -1.1075729645000000E-01  3.7796373914000001E-04 -2.3318666733999999E-01  8.2168209226000002E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  8.7806651263000002E-01  3.7432153998000001E-01  0.0000000000000000E+00  1.4651253844000001E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.0706824559999999E+00 -1.2186361004000000E-01 -8.3160266239000000E-03  6.3212369736999993E-02  8.3744877600999992E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  8.7510068679999997E-01  4.2733654317000003E-01  0.0000000000000000E+00  1.5330731079000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.0765578519000001E+00 -1.1267354523000001E-01  4.9596316559999999E-03  1.3783327380999999E-01  8.5403415470000006E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  8.6217235508000001E-01  4.8713084208000001E-01  0.0000000000000000E+00  1.6370302177000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.0835615998999999E+00 -9.6781866320999999E-02 -3.1996657773999998E-03  1.1776837159000000E-01  8.8009347473999995E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  8.2159536286000001E-01  5.2214318906000001E-01  0.0000000000000000E+00  1.7641747418000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.0848061012000001E+00 -9.8291425747999997E-02 -2.1876725198000001E-02 -2.0795104942999999E-02  9.1811514256999995E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  7.5421990538999995E-01  5.2391735486000002E-01  0.0000000000000000E+00  1.9189622803999999E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.0829728320000001E+00 -1.0795593907999999E-01 -4.1567399143999997E-02 -1.2795835731000000E-02  9.6279358098000003E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  6.7509374807000000E-01  5.0085381716999999E-01  0.0000000000000000E+00  2.1142561161000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.0846504228000000E+00 -1.1020267988000000E-01 -5.5684946308000000E-02  8.7475422775000006E-02  1.0077131741000001E+01  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  5.9614323575999995E-01  4.5449461931000001E-01  0.0000000000000000E+00  2.3421390649000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.0907268227000000E+00 -1.0235382669000000E-01 -7.7611688563999998E-02  1.4372508634000000E-01  1.0484735019000000E+01  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  5.2554876576999998E-01  3.8715268146999998E-01  0.0000000000000000E+00  2.5794794680000002E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.0980687829000000E+00 -9.5258234895999994E-02 -1.0256183099000001E-01  1.6023915983000001E-01  1.0792919879999999E+01  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  4.6747740200999999E-01  2.9358601432999998E-01  0.0000000000000000E+00  2.8068469053000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.1072238939000001E+00 -8.2990797079999998E-02 -1.2258611787000000E-01  2.2316288493000000E-01  1.1194455316999999E+01  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  4.2549643884999999E-01  2.0659187649999999E-01  0.0000000000000000E+00  3.0488711927000001E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.1200909032999999E+00 -5.5954608167999999E-02 -1.3213652455000000E-01  2.8333116424999999E-01  1.1289601295000001E+01  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  3.9822085636999999E-01  1.0724387226000000E-01  0.0000000000000000E+00  3.2591236806000001E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.1341736088000001E+00 -2.9157469908000000E-02 -1.4697007579999999E-01  2.8636857739999999E-01  1.1259231020000000E+01  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  3.7994120916000002E-01  1.3536346661999999E-02  0.0000000000000000E+00  3.4734916298999998E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.1487120515000000E+00 -5.6545880588999998E-03 -1.6093325484000001E-01  3.3623559074999998E-01  1.1154361066000000E+01  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  3.6732317446000001E-01 -7.0240142569000005E-02  0.0000000000000000E+00  3.7328517183000001E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.1688581032000001E+00  2.6979765328000001E-02 -1.6140582365000000E-01  4.6172148415000003E-01  1.1016927878000001E+01  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  3.6317828828999998E-01 -1.5052943518000000E-01  0.0000000000000000E+00  3.9820914490999999E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.1931261649000000E+00  7.3339653939999999E-02 -1.5470289862000000E-01  4.9859286860000002E-01  1.0721937144000000E+01  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
