# CREATED BY GENE DIAGNOSTICS TOOL on Sun Apr 24 20:30:48 2022
# diag: zprofile, run(s): 0053, time window: 0-386.3272(1 steps), species: i
# original data path: /marconi_scratch/userexternal/pmulholl/p38/scanfiles0010/
# normalization: L_ref=1.65m
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
 -3.1416E+00  0.0000E+00  1.3682E+00  1.3682E+00
 -3.0925E+00  0.0000E+00  1.5764E+00  1.5764E+00
 -3.0434E+00  0.0000E+00  1.7655E+00  1.7655E+00
 -2.9943E+00  0.0000E+00  2.0433E+00  2.0433E+00
 -2.9452E+00  0.0000E+00  2.1610E+00  2.1610E+00
 -2.8962E+00  0.0000E+00  2.2291E+00  2.2291E+00
 -2.8471E+00  0.0000E+00  2.2991E+00  2.2991E+00
 -2.7980E+00  0.0000E+00  2.3170E+00  2.3170E+00
 -2.7489E+00  0.0000E+00  2.3050E+00  2.3050E+00
 -2.6998E+00  0.0000E+00  2.2510E+00  2.2510E+00
 -2.6507E+00  0.0000E+00  2.1180E+00  2.1180E+00
 -2.6016E+00  0.0000E+00  1.9719E+00  1.9719E+00
 -2.5525E+00  0.0000E+00  1.8139E+00  1.8139E+00
 -2.5035E+00  0.0000E+00  1.4771E+00  1.4771E+00
 -2.4544E+00  0.0000E+00  1.2440E+00  1.2440E+00
 -2.4053E+00  0.0000E+00  1.0006E+00  1.0006E+00
 -2.3562E+00  0.0000E+00  8.7149E-01  8.7149E-01
 -2.3071E+00  0.0000E+00  8.3274E-01  8.3274E-01
 -2.2580E+00  0.0000E+00  8.6877E-01  8.6877E-01
 -2.2089E+00  0.0000E+00  9.7402E-01  9.7402E-01
 -2.1598E+00  0.0000E+00  1.1211E+00  1.1211E+00
 -2.1108E+00  0.0000E+00  1.3020E+00  1.3020E+00
 -2.0617E+00  0.0000E+00  1.4629E+00  1.4629E+00
 -2.0126E+00  0.0000E+00  1.6147E+00  1.6147E+00
 -1.9635E+00  0.0000E+00  1.7815E+00  1.7815E+00
 -1.9144E+00  0.0000E+00  2.0266E+00  2.0266E+00
 -1.8653E+00  0.0000E+00  2.4335E+00  2.4335E+00
 -1.8162E+00  0.0000E+00  2.6952E+00  2.6952E+00
 -1.7671E+00  0.0000E+00  3.0435E+00  3.0435E+00
 -1.7181E+00  0.0000E+00  3.3282E+00  3.3282E+00
 -1.6690E+00  0.0000E+00  3.3982E+00  3.3982E+00
 -1.6199E+00  0.0000E+00  3.4798E+00  3.4798E+00
 -1.5708E+00  0.0000E+00  3.4712E+00  3.4712E+00
 -1.5217E+00  0.0000E+00  3.3402E+00  3.3402E+00
 -1.4726E+00  0.0000E+00  3.2192E+00  3.2192E+00
 -1.4235E+00  0.0000E+00  2.9884E+00  2.9884E+00
 -1.3744E+00  0.0000E+00  2.6757E+00  2.6757E+00
 -1.3254E+00  0.0000E+00  2.4414E+00  2.4414E+00
 -1.2763E+00  0.0000E+00  2.0195E+00  2.0195E+00
 -1.2272E+00  0.0000E+00  1.8267E+00  1.8267E+00
 -1.1781E+00  0.0000E+00  1.5464E+00  1.5464E+00
 -1.1290E+00  0.0000E+00  1.4010E+00  1.4010E+00
 -1.0799E+00  0.0000E+00  1.2933E+00  1.2933E+00
 -1.0308E+00  0.0000E+00  1.2599E+00  1.2599E+00
 -9.8175E-01  0.0000E+00  1.2584E+00  1.2584E+00
 -9.3266E-01  0.0000E+00  1.3150E+00  1.3150E+00
 -8.8357E-01  0.0000E+00  1.4152E+00  1.4152E+00
 -8.3449E-01  0.0000E+00  1.6397E+00  1.6397E+00
 -7.8540E-01  0.0000E+00  1.8080E+00  1.8080E+00
 -7.3631E-01  0.0000E+00  2.0001E+00  2.0001E+00
 -6.8722E-01  0.0000E+00  1.9590E+00  1.9590E+00
 -6.3814E-01  0.0000E+00  2.0589E+00  2.0589E+00
 -5.8905E-01  0.0000E+00  1.9863E+00  1.9863E+00
 -5.3996E-01  0.0000E+00  2.1332E+00  2.1332E+00
 -4.9087E-01  0.0000E+00  2.0735E+00  2.0735E+00
 -4.4179E-01  0.0000E+00  2.2480E+00  2.2480E+00
 -3.9270E-01  0.0000E+00  2.3475E+00  2.3475E+00
 -3.4361E-01  0.0000E+00  2.6006E+00  2.6006E+00
 -2.9452E-01  0.0000E+00  2.7554E+00  2.7554E+00
 -2.4544E-01  0.0000E+00  2.9286E+00  2.9286E+00
 -1.9635E-01  0.0000E+00  3.0435E+00  3.0435E+00
 -1.4726E-01  0.0000E+00  3.1537E+00  3.1537E+00
 -9.8175E-02  0.0000E+00  3.2405E+00  3.2405E+00
 -4.9087E-02  0.0000E+00  3.2912E+00  3.2912E+00
  0.0000E+00  0.0000E+00  3.3197E+00  3.3197E+00
  4.9087E-02  0.0000E+00  3.2878E+00  3.2878E+00
  9.8175E-02  0.0000E+00  3.2339E+00  3.2339E+00
  1.4726E-01  0.0000E+00  3.1431E+00  3.1431E+00
  1.9635E-01  0.0000E+00  3.0297E+00  3.0297E+00
  2.4544E-01  0.0000E+00  2.9121E+00  2.9121E+00
  2.9452E-01  0.0000E+00  2.7369E+00  2.7369E+00
  3.4361E-01  0.0000E+00  2.5804E+00  2.5804E+00
  3.9270E-01  0.0000E+00  2.3275E+00  2.3275E+00
