# CREATED BY GENE DIAGNOSTICS TOOL on Sun Apr 24 20:28:44 2022
# diag: zprofile, run(s): 0038, time window: 0-431.427(1 steps), species: i
# original data path: /marconi_scratch/userexternal/pmulholl/p38/scanfiles0010/
# normalization: L_ref=1.65m
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
 -3.1416E+00  0.0000E+00  1.4415E+05  1.4415E+05
 -3.0925E+00  0.0000E+00  1.5730E+05  1.5730E+05
 -3.0434E+00  0.0000E+00  1.7475E+05  1.7475E+05
 -2.9943E+00  0.0000E+00  2.2142E+05  2.2142E+05
 -2.9452E+00  0.0000E+00  2.4672E+05  2.4672E+05
 -2.8962E+00  0.0000E+00  2.6781E+05  2.6781E+05
 -2.8471E+00  0.0000E+00  2.8672E+05  2.8672E+05
 -2.7980E+00  0.0000E+00  2.9284E+05  2.9284E+05
 -2.7489E+00  0.0000E+00  2.8221E+05  2.8221E+05
 -2.6998E+00  0.0000E+00  2.6658E+05  2.6658E+05
 -2.6507E+00  0.0000E+00  2.2730E+05  2.2730E+05
 -2.6016E+00  0.0000E+00  2.0128E+05  2.0128E+05
 -2.5525E+00  0.0000E+00  1.6787E+05  1.6787E+05
 -2.5035E+00  0.0000E+00  1.3160E+05  1.3160E+05
 -2.4544E+00  0.0000E+00  1.0520E+05  1.0520E+05
 -2.4053E+00  0.0000E+00  8.5001E+04  8.5001E+04
 -2.3562E+00  0.0000E+00  6.7749E+04  6.7749E+04
 -2.3071E+00  0.0000E+00  5.5120E+04  5.5120E+04
 -2.2580E+00  0.0000E+00  4.4697E+04  4.4697E+04
 -2.2089E+00  0.0000E+00  3.7716E+04  3.7716E+04
 -2.1598E+00  0.0000E+00  3.2468E+04  3.2468E+04
 -2.1108E+00  0.0000E+00  3.5457E+04  3.5457E+04
 -2.0617E+00  0.0000E+00  5.0084E+04  5.0084E+04
 -2.0126E+00  0.0000E+00  7.5460E+04  7.5460E+04
 -1.9635E+00  0.0000E+00  1.0551E+05  1.0551E+05
 -1.9144E+00  0.0000E+00  1.4189E+05  1.4189E+05
 -1.8653E+00  0.0000E+00  1.8206E+05  1.8206E+05
 -1.8162E+00  0.0000E+00  2.1166E+05  2.1166E+05
 -1.7671E+00  0.0000E+00  2.4645E+05  2.4645E+05
 -1.7181E+00  0.0000E+00  2.8058E+05  2.8058E+05
 -1.6690E+00  0.0000E+00  2.8897E+05  2.8897E+05
 -1.6199E+00  0.0000E+00  2.9983E+05  2.9983E+05
 -1.5708E+00  0.0000E+00  2.9965E+05  2.9965E+05
