# CREATED BY GENE DIAGNOSTICS TOOL on Fri Nov 20 16:37:44 2020
# diag: zprofile, run(s): 0006, time window: 1188-1188.3245(2 steps), species: ions
# original data path: /ptmp/jproll/critgrad/TEMgradn/W7XSC/bean/scanfiles0002/
# normalization: L_ref=1.65m
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
 -3.1416E+00  0.0000E+00  4.0343E+08  4.0343E+08
 -3.0925E+00  0.0000E+00  3.3815E+08  3.3815E+08
 -3.0434E+00  0.0000E+00  2.7644E+08  2.7644E+08
 -2.9943E+00  0.0000E+00  2.5043E+08  2.5043E+08
 -2.9452E+00  0.0000E+00  2.0107E+08  2.0107E+08
 -2.8962E+00  0.0000E+00  1.9592E+08  1.9592E+08
 -2.8471E+00  0.0000E+00  1.9707E+08  1.9707E+08
 -2.7980E+00  0.0000E+00  1.9850E+08  1.9850E+08
 -2.7489E+00  0.0000E+00  2.0090E+08  2.0090E+08
 -2.6998E+00  0.0000E+00  2.0926E+08  2.0926E+08
 -2.6507E+00  0.0000E+00  2.2943E+08  2.2943E+08
 -2.6016E+00  0.0000E+00  2.3769E+08  2.3769E+08
 -2.5525E+00  0.0000E+00  2.5669E+08  2.5669E+08
 -2.5035E+00  0.0000E+00  2.7414E+08  2.7414E+08
 -2.4544E+00  0.0000E+00  2.8419E+08  2.8419E+08
 -2.4053E+00  0.0000E+00  2.9959E+08  2.9959E+08
 -2.3562E+00  0.0000E+00  3.0338E+08  3.0338E+08
 -2.3071E+00  0.0000E+00  3.1589E+08  3.1589E+08
 -2.2580E+00  0.0000E+00  3.3049E+08  3.3049E+08
 -2.2089E+00  0.0000E+00  3.4469E+08  3.4469E+08
 -2.1598E+00  0.0000E+00  3.5423E+08  3.5423E+08
 -2.1108E+00  0.0000E+00  3.6764E+08  3.6764E+08
 -2.0617E+00  0.0000E+00  3.7960E+08  3.7960E+08
 -2.0126E+00  0.0000E+00  3.9174E+08  3.9174E+08
 -1.9635E+00  0.0000E+00  4.0216E+08  4.0216E+08
 -1.9144E+00  0.0000E+00  4.0567E+08  4.0567E+08
 -1.8653E+00  0.0000E+00  3.9119E+08  3.9119E+08
 -1.8162E+00  0.0000E+00  3.8247E+08  3.8247E+08
 -1.7671E+00  0.0000E+00  4.1007E+08  4.1007E+08
 -1.7181E+00  0.0000E+00  4.0073E+08  4.0073E+08
 -1.6690E+00  0.0000E+00  4.1799E+08  4.1799E+08
 -1.6199E+00  0.0000E+00  4.3743E+08  4.3743E+08
 -1.5708E+00  0.0000E+00  4.6064E+08  4.6064E+08
 -1.5217E+00  0.0000E+00  4.6202E+08  4.6202E+08
 -1.4726E+00  0.0000E+00  4.6623E+08  4.6623E+08
 -1.4235E+00  0.0000E+00  4.6385E+08  4.6385E+08
 -1.3744E+00  0.0000E+00  4.6042E+08  4.6042E+08
 -1.3254E+00  0.0000E+00  4.5452E+08  4.5452E+08
 -1.2763E+00  0.0000E+00  4.6929E+08  4.6929E+08
 -1.2272E+00  0.0000E+00  4.5523E+08  4.5523E+08
 -1.1781E+00  0.0000E+00  4.8860E+08  4.8860E+08
 -1.1290E+00  0.0000E+00  5.0171E+08  5.0171E+08
