# CREATED BY GENE DIAGNOSTICS TOOL on Mon Feb 21 16:27:19 2022
# diag: nrgsummary, run(s): 1-dat, time window: 0-1468.5478(1 steps), species: i
# original data path: /marconi_scratch/userexternal/pmulholl/p42/
# normalization: L_ref=1.65m
#
#  t          G_tot       Q_tot       P_tot     
  6.1645E+02  9.7288E-02  2.5175E+00  1.4462E-02
  6.1719E+02  9.9472E-02  2.5105E+00  1.6603E-02
  6.1793E+02  9.8954E-02  2.4979E+00  1.4870E-02
  6.1867E+02  9.8010E-02  2.4799E+00  1.6824E-02
  6.1942E+02  1.0138E-01  2.4627E+00  2.1246E-02
  6.2016E+02  1.0487E-01  2.4451E+00  2.5633E-02
  6.2090E+02  1.0737E-01  2.4342E+00  3.1983E-02
  6.2165E+02  1.0504E-01  2.4307E+00  3.7713E-02
  6.2239E+02  1.0193E-01  2.4334E+00  4.2611E-02
  6.2313E+02  9.8596E-02  2.4419E+00  4.6980E-02
  6.2388E+02  9.8250E-02  2.4508E+00  4.6930E-02
  6.2462E+02  9.8789E-02  2.4652E+00  4.5656E-02
  6.2536E+02  1.0110E-01  2.4734E+00  4.3122E-02
  6.2611E+02  1.0294E-01  2.4780E+00  3.9917E-02
  6.2682E+02  1.0548E-01  2.4738E+00  3.7823E-02
  6.2753E+02  1.0519E-01  2.4645E+00  3.6029E-02
  6.2808E+02  1.0438E-01  2.4592E+00  3.4477E-02
  6.2879E+02  1.0532E-01  2.4493E+00  3.6295E-02
  6.2949E+02  1.0622E-01  2.4514E+00  3.7388E-02
  6.3020E+02  1.0591E-01  2.4593E+00  3.4852E-02
  6.3090E+02  1.0648E-01  2.4632E+00  3.0173E-02
  6.3161E+02  1.0575E-01  2.4690E+00  2.5048E-02
  6.3231E+02  1.0529E-01  2.4669E+00  2.2016E-02
  6.3302E+02  1.0865E-01  2.4602E+00  2.3208E-02
  6.3373E+02  1.1193E-01  2.4505E+00  2.8062E-02
  6.3443E+02  1.1775E-01  2.4461E+00  3.2793E-02
  6.3514E+02  1.2463E-01  2.4429E+00  3.9261E-02
  6.3584E+02  1.2864E-01  2.4342E+00  4.3213E-02
  6.3656E+02  1.2869E-01  2.4288E+00  4.6963E-02
  6.3730E+02  1.2475E-01  2.4286E+00  5.1518E-02
  6.3804E+02  1.1939E-01  2.4275E+00  5.5539E-02
  6.3878E+02  1.1525E-01  2.4357E+00  5.8540E-02
  6.3952E+02  1.1130E-01  2.4475E+00  6.3699E-02
  6.4026E+02  1.0417E-01  2.4635E+00  6.6904E-02
  6.4100E+02  9.9223E-02  2.4725E+00  7.1088E-02
  6.4175E+02  9.9683E-02  2.4776E+00  7.2628E-02
  6.4249E+02  1.0201E-01  2.4831E+00  7.3743E-02
  6.4323E+02  1.0537E-01  2.4809E+00  7.1589E-02
  6.4397E+02  1.0786E-01  2.4795E+00  6.8168E-02
  6.4471E+02  1.0840E-01  2.4799E+00  6.8723E-02
  6.4545E+02  1.0753E-01  2.4833E+00  6.9382E-02
  6.4619E+02  1.0802E-01  2.4878E+00  7.0327E-02
  6.4693E+02  1.1005E-01  2.4959E+00  6.9939E-02
  6.4767E+02  1.1205E-01  2.5024E+00  7.0418E-02
  6.4842E+02  1.1421E-01  2.5101E+00  6.7686E-02
  6.4916E+02  1.1604E-01  2.5140E+00  6.3397E-02
  6.4990E+02  1.1232E-01  2.5188E+00  5.5404E-02
  6.5064E+02  1.1081E-01  2.5243E+00  4.9999E-02
  6.5138E+02  1.1250E-01  2.5300E+00  4.5922E-02
  6.5212E+02  1.1490E-01  2.5328E+00  4.3489E-02
  6.5286E+02  1.1599E-01  2.5418E+00  4.4512E-02
  6.5360E+02  1.1837E-01  2.5420E+00  5.0089E-02
  6.5435E+02  1.1811E-01  2.5415E+00  5.8999E-02
  6.5509E+02  1.1830E-01  2.5287E+00  6.7341E-02
  6.5583E+02  1.1464E-01  2.5124E+00  7.3102E-02
  6.5657E+02  1.1008E-01  2.5019E+00  7.9223E-02
  6.5731E+02  1.0818E-01  2.5006E+00  8.5401E-02
  6.5805E+02  1.0683E-01  2.5097E+00  8.6741E-02
  6.5879E+02  1.0546E-01  2.5181E+00  8.7711E-02
  6.5953E+02  1.0393E-01  2.5278E+00  8.6473E-02
  6.6027E+02  1.0419E-01  2.5436E+00  8.6769E-02
  6.6102E+02  1.0517E-01  2.5570E+00  8.6146E-02
  6.6176E+02  1.0862E-01  2.5717E+00  8.3048E-02
  6.6250E+02  1.1105E-01  2.5820E+00  8.1120E-02
  6.6324E+02  1.1668E-01  2.5905E+00  7.9975E-02
  6.6398E+02  1.1981E-01  2.5956E+00  7.7183E-02
  6.6472E+02  1.1999E-01  2.6013E+00  7.5547E-02
  6.6546E+02  1.1937E-01  2.6013E+00  7.2355E-02
  6.6620E+02  1.1588E-01  2.5994E+00  7.1781E-02
  6.6695E+02  1.1373E-01  2.5917E+00  7.1496E-02
  6.6769E+02  1.1575E-01  2.5807E+00  7.1004E-02
  6.6843E+02  1.1893E-01  2.5672E+00  6.7461E-02
  6.6917E+02  1.2081E-01  2.5482E+00  6.5888E-02
  6.6991E+02  1.2492E-01  2.5274E+00  6.3503E-02
  6.7065E+02  1.2687E-01  2.5182E+00  6.0767E-02
  6.7139E+02  1.2651E-01  2.5228E+00  5.9456E-02
  6.7213E+02  1.2578E-01  2.5321E+00  5.8930E-02
  6.7287E+02  1.2715E-01  2.5444E+00  6.2249E-02
  6.7362E+02  1.2823E-01  2.5540E+00  6.3161E-02
  6.7436E+02  1.2895E-01  2.5730E+00  6.1106E-02
  6.7510E+02  1.2667E-01  2.5940E+00  5.9064E-02
  6.7584E+02  1.2194E-01  2.6049E+00  5.4531E-02
  6.7658E+02  1.2036E-01  2.6076E+00  4.7565E-02
  6.7732E+02  1.2237E-01  2.6003E+00  4.2817E-02
  6.7806E+02  1.2350E-01  2.5920E+00  4.1326E-02
  6.7880E+02  1.2631E-01  2.5836E+00  4.2253E-02
  6.7955E+02  1.2577E-01  2.5705E+00  4.3160E-02
  6.8029E+02  1.2447E-01  2.5638E+00  4.9670E-02
  6.8103E+02  1.1956E-01  2.5587E+00  5.5941E-02
  6.8177E+02  1.1588E-01  2.5631E+00  6.1274E-02
  6.8251E+02  1.1599E-01  2.5691E+00  6.2773E-02
  6.8325E+02  1.1824E-01  2.5760E+00  6.0558E-02
  6.8399E+02  1.2169E-01  2.5878E+00  5.5712E-02
  6.8473E+02  1.2301E-01  2.5981E+00  5.0123E-02
  6.8548E+02  1.2171E-01  2.6088E+00  4.5388E-02
  6.8622E+02  1.2259E-01  2.6112E+00  3.9941E-02
  6.8696E+02  1.2314E-01  2.6103E+00  3.4324E-02
  6.8770E+02  1.1918E-01  2.6094E+00  2.9555E-02
  6.8844E+02  1.1600E-01  2.5961E+00  2.7802E-02
  6.8918E+02  1.1210E-01  2.5889E+00  2.7496E-02
  6.8992E+02  1.1087E-01  2.5746E+00  3.1794E-02
  6.9066E+02  1.0348E-01  2.5701E+00  3.6011E-02
  6.9140E+02  1.0049E-01  2.5691E+00  4.0722E-02
  6.9215E+02  9.5978E-02  2.5638E+00  4.6625E-02
  6.9289E+02  9.5385E-02  2.5646E+00  4.9713E-02
  6.9363E+02  1.0054E-01  2.5579E+00  4.9419E-02
  6.9437E+02  1.0629E-01  2.5531E+00  4.9684E-02
  6.9511E+02  1.1345E-01  2.5440E+00  5.1925E-02
  6.9585E+02  1.1763E-01  2.5333E+00  5.0268E-02
  6.9659E+02  1.2369E-01  2.5321E+00  4.8193E-02
  6.9733E+02  1.2786E-01  2.5325E+00  5.0261E-02
  6.9808E+02  1.2680E-01  2.5330E+00  5.1562E-02
  6.9882E+02  1.2453E-01  2.5251E+00  5.0363E-02
  6.9956E+02  1.2390E-01  2.5149E+00  5.1656E-02
  7.0030E+02  1.2663E-01  2.4994E+00  5.0844E-02
  7.0104E+02  1.2817E-01  2.4877E+00  4.9067E-02
  7.0178E+02  1.2509E-01  2.4831E+00  4.5541E-02
  7.0252E+02  1.1964E-01  2.4837E+00  4.0598E-02
  7.0326E+02  1.1004E-01  2.4929E+00  3.3576E-02
  7.0400E+02  1.0161E-01  2.5010E+00  2.9958E-02
  7.0475E+02  1.0010E-01  2.5098E+00  2.9706E-02
  7.0549E+02  9.8439E-02  2.5188E+00  3.1283E-02
  7.0623E+02  9.9634E-02  2.5263E+00  4.0768E-02
  7.0697E+02  9.8375E-02  2.5294E+00  5.1143E-02
  7.0771E+02  9.9458E-02  2.5305E+00  6.0557E-02
  7.0845E+02  1.0029E-01  2.5301E+00  7.0928E-02
  7.0919E+02  1.0408E-01  2.5270E+00  7.5791E-02
  7.0993E+02  1.1248E-01  2.5176E+00  8.1613E-02
  7.1068E+02  1.2122E-01  2.5099E+00  8.2046E-02
  7.1142E+02  1.2854E-01  2.4891E+00  7.8843E-02
  7.1216E+02  1.2787E-01  2.4743E+00  7.0759E-02
  7.1290E+02  1.2672E-01  2.4565E+00  6.7337E-02
  7.1364E+02  1.2073E-01  2.4375E+00  6.1027E-02
  7.1438E+02  1.1641E-01  2.4321E+00  5.7616E-02
  7.1512E+02  1.1332E-01  2.4272E+00  5.4348E-02
  7.1586E+02  1.0825E-01  2.4345E+00  5.3662E-02
  7.1660E+02  1.0588E-01  2.4455E+00  5.7527E-02
  7.1735E+02  1.0240E-01  2.4458E+00  5.8372E-02
  7.1809E+02  9.8366E-02  2.4537E+00  5.3499E-02
  7.1883E+02  9.8019E-02  2.4516E+00  4.6613E-02
  7.1957E+02  9.9471E-02  2.4426E+00  4.0595E-02
  7.2031E+02  9.8562E-02  2.4319E+00  3.3315E-02
  7.2105E+02  9.8998E-02  2.4180E+00  2.7155E-02
  7.2179E+02  9.8988E-02  2.4054E+00  2.4587E-02
  7.2253E+02  9.6836E-02  2.4064E+00  2.4108E-02
  7.2328E+02  9.2787E-02  2.4078E+00  2.7228E-02
  7.2402E+02  9.4729E-02  2.4058E+00  3.2252E-02
  7.2476E+02  9.7367E-02  2.4011E+00  3.6017E-02
  7.2550E+02  1.0150E-01  2.3949E+00  3.8156E-02
  7.2624E+02  1.0369E-01  2.3883E+00  4.0373E-02
  7.2698E+02  1.0428E-01  2.3788E+00  4.4072E-02
  7.2772E+02  1.0569E-01  2.3748E+00  4.9250E-02
  7.2846E+02  1.0678E-01  2.3775E+00  5.4122E-02
  7.2920E+02  1.0780E-01  2.3861E+00  5.6662E-02
  7.2995E+02  1.0674E-01  2.3909E+00  5.9471E-02
  7.3069E+02  1.1070E-01  2.3926E+00  6.3807E-02
  7.3143E+02  1.1355E-01  2.3972E+00  6.5880E-02
  7.3217E+02  1.1230E-01  2.4034E+00  6.4974E-02
  7.3291E+02  1.1333E-01  2.4109E+00  6.4169E-02
  7.3365E+02  1.1379E-01  2.4164E+00  6.2787E-02
  7.3439E+02  1.1187E-01  2.4324E+00  6.1665E-02
  7.3513E+02  1.0921E-01  2.4470E+00  6.1723E-02
  7.3588E+02  1.0579E-01  2.4546E+00  6.4982E-02
  7.3662E+02  1.0408E-01  2.4555E+00  6.8741E-02
  7.3736E+02  1.0092E-01  2.4611E+00  7.1050E-02
  7.3810E+02  9.6266E-02  2.4667E+00  7.2859E-02
  7.3884E+02  9.4195E-02  2.4628E+00  7.2670E-02
  7.3958E+02  9.4267E-02  2.4483E+00  7.4163E-02
  7.4032E+02  9.7304E-02  2.4361E+00  7.5199E-02
  7.4106E+02  1.0182E-01  2.4224E+00  7.7221E-02
  7.4181E+02  1.0697E-01  2.4179E+00  7.7156E-02
  7.4255E+02  1.1544E-01  2.4139E+00  7.7464E-02
  7.4329E+02  1.2382E-01  2.4090E+00  7.7272E-02
  7.4403E+02  1.2653E-01  2.4074E+00  7.8478E-02
  7.4477E+02  1.2591E-01  2.3962E+00  7.6951E-02
  7.4551E+02  1.2294E-01  2.3878E+00  7.5805E-02
  7.4625E+02  1.1833E-01  2.3839E+00  7.2351E-02
  7.4699E+02  1.1475E-01  2.3817E+00  7.0266E-02
  7.4773E+02  1.1142E-01  2.3892E+00  6.9960E-02
  7.4848E+02  1.0762E-01  2.4034E+00  7.0189E-02
  7.4922E+02  1.0877E-01  2.4120E+00  6.8923E-02
  7.4996E+02  1.0625E-01  2.4288E+00  6.8096E-02
  7.5070E+02  1.0382E-01  2.4507E+00  6.7920E-02
  7.5144E+02  1.0374E-01  2.4587E+00  6.6309E-02
  7.5218E+02  1.0358E-01  2.4704E+00  6.2918E-02
  7.5292E+02  1.0365E-01  2.4837E+00  6.0470E-02
  7.5366E+02  1.0495E-01  2.4893E+00  6.0853E-02
  7.5441E+02  1.0593E-01  2.4965E+00  6.4711E-02
  7.5515E+02  1.0905E-01  2.4995E+00  6.9085E-02
  7.5589E+02  1.1590E-01  2.4965E+00  7.4059E-02
  7.5663E+02  1.2006E-01  2.4865E+00  7.9366E-02
  7.5737E+02  1.2640E-01  2.4671E+00  8.2398E-02
  7.5811E+02  1.2668E-01  2.4597E+00  8.2468E-02
  7.5885E+02  1.2142E-01  2.4598E+00  8.1589E-02
  7.5959E+02  1.1270E-01  2.4656E+00  7.9942E-02
  7.6033E+02  1.0596E-01  2.4767E+00  7.8323E-02
  7.6108E+02  1.0147E-01  2.4897E+00  7.4238E-02
  7.6182E+02  9.7052E-02  2.4966E+00  7.0977E-02
  7.6256E+02  9.6653E-02  2.5013E+00  7.1619E-02
  7.6330E+02  9.7350E-02  2.5001E+00  7.7839E-02
  7.6404E+02  9.7522E-02  2.4983E+00  8.3201E-02
  7.6478E+02  9.9653E-02  2.4979E+00  8.9955E-02
  7.6552E+02  9.9590E-02  2.4945E+00  9.4986E-02
  7.6626E+02  9.7524E-02  2.4859E+00  9.7637E-02
  7.6701E+02  9.9212E-02  2.4853E+00  9.5501E-02
  7.6775E+02  1.0047E-01  2.4932E+00  9.5425E-02
  7.6849E+02  1.0414E-01  2.5136E+00  9.7620E-02
  7.6923E+02  1.0613E-01  2.5296E+00  1.0102E-01
  7.6997E+02  1.0742E-01  2.5475E+00  1.0433E-01
  7.7071E+02  1.1039E-01  2.5562E+00  1.0996E-01
  7.7145E+02  1.1013E-01  2.5669E+00  1.1557E-01
  7.7219E+02  1.1029E-01  2.5731E+00  1.1804E-01
  7.7293E+02  1.1191E-01  2.5780E+00  1.1656E-01
  7.7368E+02  1.1249E-01  2.5805E+00  1.1626E-01
  7.7442E+02  1.1211E-01  2.5723E+00  1.1324E-01
  7.7516E+02  1.1361E-01  2.5639E+00  1.0833E-01
  7.7590E+02  1.1332E-01  2.5516E+00  1.0545E-01
  7.7664E+02  1.1700E-01  2.5448E+00  1.0118E-01
  7.7738E+02  1.1779E-01  2.5463E+00  9.8043E-02
  7.7812E+02  1.1817E-01  2.5440E+00  9.3026E-02
  7.7886E+02  1.1633E-01  2.5451E+00  8.9206E-02
  7.7961E+02  1.1489E-01  2.5435E+00  8.9220E-02
  7.8035E+02  1.1344E-01  2.5450E+00  9.0802E-02
  7.8109E+02  1.1224E-01  2.5387E+00  9.1156E-02
  7.8183E+02  1.0918E-01  2.5315E+00  8.9604E-02
  7.8257E+02  1.0690E-01  2.5186E+00  8.7531E-02
  7.8331E+02  1.0665E-01  2.5147E+00  8.9069E-02
  7.8405E+02  1.0924E-01  2.5094E+00  9.4526E-02
  7.8479E+02  1.1268E-01  2.5080E+00  9.9082E-02
  7.8554E+02  1.1596E-01  2.5081E+00  1.0408E-01
  7.8628E+02  1.1992E-01  2.5069E+00  1.0714E-01
  7.8702E+02  1.1911E-01  2.5048E+00  1.0768E-01
  7.8776E+02  1.1239E-01  2.5092E+00  1.0710E-01
  7.8850E+02  1.0330E-01  2.5190E+00  1.0208E-01
  7.8924E+02  1.0026E-01  2.5279E+00  9.7654E-02
  7.8998E+02  9.8528E-02  2.5420E+00  9.1478E-02
  7.9072E+02  1.0046E-01  2.5485E+00  8.6395E-02
  7.9146E+02  1.0522E-01  2.5590E+00  8.3721E-02
  7.9221E+02  1.0658E-01  2.5597E+00  8.2778E-02
  7.9295E+02  1.0853E-01  2.5641E+00  7.9080E-02
  7.9369E+02  1.0810E-01  2.5581E+00  7.8734E-02
  7.9443E+02  1.0537E-01  2.5484E+00  7.9205E-02
  7.9517E+02  1.0645E-01  2.5386E+00  7.7342E-02
  7.9591E+02  1.0861E-01  2.5290E+00  7.5673E-02
  7.9665E+02  1.1380E-01  2.5179E+00  7.3322E-02
  7.9739E+02  1.1545E-01  2.5049E+00  7.2935E-02
  7.9814E+02  1.1372E-01  2.4904E+00  7.1642E-02
  7.9888E+02  1.1416E-01  2.4793E+00  6.9469E-02
  7.9962E+02  1.1180E-01  2.4684E+00  6.6783E-02
  8.0036E+02  1.0988E-01  2.4660E+00  6.3661E-02
  8.0110E+02  1.0683E-01  2.4723E+00  6.3139E-02
  8.0184E+02  1.0497E-01  2.4790E+00  6.5587E-02
  8.0258E+02  1.0112E-01  2.4824E+00  6.6505E-02
  8.0332E+02  9.8012E-02  2.4815E+00  6.7102E-02
  8.0406E+02  9.6284E-02  2.4885E+00  6.2563E-02
  8.0481E+02  9.6862E-02  2.4930E+00  5.6041E-02
  8.0555E+02  9.9780E-02  2.4965E+00  5.1766E-02
  8.0629E+02  1.0167E-01  2.4928E+00  4.9395E-02
  8.0703E+02  1.0585E-01  2.4827E+00  4.7182E-02
  8.0777E+02  1.0686E-01  2.4782E+00  4.6652E-02
  8.0851E+02  1.0729E-01  2.4745E+00  4.5166E-02
  8.0925E+02  1.0783E-01  2.4737E+00  4.5393E-02
  8.0999E+02  1.0856E-01  2.4630E+00  4.9610E-02
  8.1074E+02  1.0946E-01  2.4600E+00  5.4027E-02
  8.1148E+02  1.0872E-01  2.4560E+00  5.6279E-02
  8.1222E+02  1.0712E-01  2.4534E+00  5.6888E-02
  8.1296E+02  1.0420E-01  2.4513E+00  5.6568E-02
  8.1370E+02  1.0260E-01  2.4476E+00  5.4637E-02
  8.1444E+02  1.0198E-01  2.4463E+00  5.6817E-02
  8.1518E+02  9.9189E-02  2.4418E+00  5.9671E-02
  8.1592E+02  9.9558E-02  2.4252E+00  6.4688E-02
  8.1666E+02  9.8955E-02  2.3947E+00  7.2107E-02
  8.1741E+02  9.9736E-02  2.3730E+00  7.7910E-02
  8.1815E+02  1.0076E-01  2.3471E+00  8.0185E-02
  8.1889E+02  1.0261E-01  2.3288E+00  8.1980E-02
  8.1963E+02  1.0596E-01  2.3183E+00  8.3360E-02
  8.2037E+02  1.0838E-01  2.3138E+00  7.9611E-02
  8.2111E+02  1.0611E-01  2.3168E+00  7.3239E-02
  8.2185E+02  1.0388E-01  2.3202E+00  6.6520E-02
  8.2259E+02  1.0521E-01  2.3232E+00  6.5285E-02
  8.2334E+02  1.0226E-01  2.3305E+00  6.0233E-02
  8.2408E+02  9.8423E-02  2.3380E+00  5.5267E-02
  8.2482E+02  9.5099E-02  2.3463E+00  5.3429E-02
  8.2556E+02  9.3659E-02  2.3511E+00  5.4519E-02
  8.2630E+02  9.2991E-02  2.3552E+00  5.7139E-02
  8.2704E+02  9.1889E-02  2.3607E+00  5.7567E-02
  8.2778E+02  9.2716E-02  2.3599E+00  5.4746E-02
  8.2852E+02  9.5953E-02  2.3624E+00  5.4711E-02
  8.2926E+02  9.8114E-02  2.3624E+00  5.5043E-02
  8.3001E+02  9.9118E-02  2.3604E+00  5.5394E-02
  8.3075E+02  1.0017E-01  2.3556E+00  5.6733E-02
  8.3149E+02  1.0228E-01  2.3390E+00  5.8269E-02
  8.3223E+02  1.0077E-01  2.3252E+00  6.1699E-02
  8.3297E+02  1.0096E-01  2.3136E+00  6.5585E-02
  8.3371E+02  1.0119E-01  2.3016E+00  6.8427E-02
  8.3445E+02  1.0400E-01  2.2876E+00  6.8890E-02
  8.3519E+02  1.0685E-01  2.2709E+00  6.8525E-02
  8.3594E+02  1.0690E-01  2.2581E+00  6.8430E-02
  8.3668E+02  1.0824E-01  2.2442E+00  6.9293E-02
  8.3742E+02  1.0735E-01  2.2370E+00  7.0561E-02
  8.3816E+02  1.0780E-01  2.2341E+00  6.9972E-02
  8.3890E+02  1.0947E-01  2.2365E+00  7.1534E-02
  8.3964E+02  1.0983E-01  2.2447E+00  7.2238E-02
  8.4038E+02  1.0897E-01  2.2450E+00  6.8498E-02
  8.4112E+02  1.0980E-01  2.2444E+00  6.6604E-02
  8.4187E+02  1.0813E-01  2.2501E+00  6.6402E-02
  8.4311E+02  1.0633E-01  2.2552E+00  6.4595E-02
  8.4385E+02  1.0299E-01  2.2668E+00  6.1300E-02
  8.4459E+02  1.0061E-01  2.2720E+00  5.6604E-02
  8.4533E+02  9.4566E-02  2.2850E+00  5.2043E-02
  8.4608E+02  8.9825E-02  2.2915E+00  4.3399E-02
  8.4682E+02  8.9469E-02  2.2888E+00  3.5314E-02
  8.4756E+02  8.7961E-02  2.2849E+00  2.7422E-02
  8.4830E+02  8.8413E-02  2.2779E+00  2.2394E-02
  8.4904E+02  8.9341E-02  2.2727E+00  2.3981E-02
  8.4978E+02  8.6835E-02  2.2715E+00  2.6681E-02
  8.5052E+02  8.5637E-02  2.2639E+00  3.3686E-02
  8.5126E+02  8.9608E-02  2.2593E+00  3.9696E-02
  8.5201E+02  9.1671E-02  2.2525E+00  4.5318E-02
  8.5275E+02  9.0080E-02  2.2463E+00  4.9480E-02
  8.5349E+02  9.0284E-02  2.2389E+00  5.2303E-02
  8.5423E+02  9.2583E-02  2.2340E+00  5.5904E-02
  8.5497E+02  9.3380E-02  2.2335E+00  5.9611E-02
  8.5571E+02  9.3391E-02  2.2405E+00  6.0117E-02
  8.5645E+02  8.9569E-02  2.2449E+00  6.0680E-02
  8.5719E+02  8.9462E-02  2.2425E+00  5.8998E-02
  8.5793E+02  9.2350E-02  2.2316E+00  5.2485E-02
  8.5868E+02  9.3330E-02  2.2231E+00  4.8833E-02
  8.5942E+02  9.5025E-02  2.2144E+00  4.5281E-02
  8.6016E+02  9.7256E-02  2.2025E+00  4.3161E-02
  8.6090E+02  9.7560E-02  2.1887E+00  4.3127E-02
  8.6164E+02  9.7508E-02  2.1779E+00  4.1312E-02
  8.6238E+02  9.8203E-02  2.1691E+00  3.8342E-02
  8.6312E+02  9.9253E-02  2.1713E+00  3.6289E-02
  8.6386E+02  9.9658E-02  2.1726E+00  3.7354E-02
  8.6461E+02  1.0160E-01  2.1803E+00  3.9220E-02
  8.6535E+02  1.0241E-01  2.1891E+00  4.2999E-02
  8.6609E+02  1.0175E-01  2.1952E+00  4.5358E-02
  8.6683E+02  1.0059E-01  2.1981E+00  4.5803E-02
  8.6757E+02  1.0083E-01  2.1936E+00  4.5341E-02
  8.6831E+02  9.9466E-02  2.1842E+00  4.5836E-02
  8.6905E+02  9.8412E-02  2.1717E+00  4.5638E-02
  8.6979E+02  9.5178E-02  2.1618E+00  4.4753E-02
  8.7053E+02  9.2054E-02  2.1547E+00  4.5018E-02
  8.7128E+02  8.9040E-02  2.1427E+00  4.6664E-02
  8.7202E+02  8.8758E-02  2.1445E+00  4.8316E-02
  8.7276E+02  9.0103E-02  2.1460E+00  5.0238E-02
  8.7350E+02  9.3926E-02  2.1500E+00  5.1625E-02
  8.7424E+02  9.5145E-02  2.1590E+00  5.1953E-02
  8.7498E+02  9.4978E-02  2.1709E+00  4.6952E-02
  8.7572E+02  9.3925E-02  2.1831E+00  4.1870E-02
  8.7646E+02  9.1913E-02  2.1957E+00  3.6503E-02
  8.7721E+02  8.9248E-02  2.2039E+00  3.3551E-02
  8.7795E+02  8.4324E-02  2.2123E+00  3.1630E-02
  8.7869E+02  8.1811E-02  2.2129E+00  3.1491E-02
  8.7943E+02  8.3828E-02  2.2095E+00  3.1929E-02
  8.8017E+02  8.5009E-02  2.2070E+00  3.2199E-02
  8.8091E+02  8.7895E-02  2.1989E+00  3.3522E-02
  8.8165E+02  8.6179E-02  2.1947E+00  3.2174E-02
  8.8239E+02  8.8928E-02  2.1850E+00  3.1239E-02
  8.8314E+02  9.1297E-02  2.1774E+00  3.2771E-02
  8.8388E+02  9.5081E-02  2.1695E+00  3.6975E-02
  8.8462E+02  1.0004E-01  2.1675E+00  3.9743E-02
  8.8536E+02  1.0318E-01  2.1652E+00  4.1901E-02
  8.8610E+02  1.0290E-01  2.1668E+00  4.2767E-02
  8.8684E+02  1.0177E-01  2.1696E+00  4.5067E-02
  8.8758E+02  9.8623E-02  2.1765E+00  4.7346E-02
  8.8832E+02  9.4834E-02  2.1815E+00  4.8639E-02
  8.8906E+02  9.3677E-02  2.1862E+00  5.0245E-02
  8.8981E+02  9.3689E-02  2.1923E+00  5.0473E-02
  8.9055E+02  9.6895E-02  2.1913E+00  4.8424E-02
  8.9129E+02  9.8218E-02  2.1869E+00  4.7035E-02
  8.9203E+02  9.6774E-02  2.1834E+00  4.5511E-02
  8.9277E+02  9.9727E-02  2.1732E+00  4.3925E-02
  8.9351E+02  9.9650E-02  2.1676E+00  4.4821E-02
  8.9425E+02  1.0164E-01  2.1668E+00  4.2189E-02
  8.9499E+02  1.0392E-01  2.1709E+00  4.0875E-02
  8.9574E+02  1.0361E-01  2.1714E+00  4.0951E-02
  8.9648E+02  1.0429E-01  2.1712E+00  4.1043E-02
  8.9722E+02  1.0199E-01  2.1751E+00  4.3681E-02
  8.9796E+02  1.0186E-01  2.1796E+00  4.8085E-02
  8.9870E+02  1.0225E-01  2.1819E+00  4.9467E-02
  8.9944E+02  1.0286E-01  2.1870E+00  5.4223E-02
  9.0018E+02  9.9862E-02  2.1978E+00  5.8589E-02
  9.0092E+02  9.8941E-02  2.2074E+00  6.1478E-02
  9.0166E+02  9.6190E-02  2.2234E+00  6.4836E-02
  9.0241E+02  9.7096E-02  2.2369E+00  6.9638E-02
  9.0315E+02  9.6287E-02  2.2525E+00  7.2958E-02
  9.0389E+02  9.5447E-02  2.2640E+00  7.5085E-02
  9.0463E+02  9.5715E-02  2.2777E+00  7.4940E-02
  9.0537E+02  9.6474E-02  2.2838E+00  7.6973E-02
  9.0611E+02  9.8182E-02  2.2920E+00  7.8186E-02
  9.0685E+02  1.0057E-01  2.3003E+00  7.9313E-02
  9.0759E+02  9.8163E-02  2.2987E+00  7.7479E-02
  9.0834E+02  9.7912E-02  2.2920E+00  7.3821E-02
  9.0908E+02  9.5917E-02  2.2867E+00  6.8803E-02
  9.0982E+02  9.1042E-02  2.2854E+00  6.7164E-02
  9.1056E+02  8.7309E-02  2.2835E+00  6.4921E-02
  9.1130E+02  8.7035E-02  2.2771E+00  6.3813E-02
  9.1204E+02  9.0417E-02  2.2705E+00  6.6452E-02
  9.1278E+02  9.1294E-02  2.2696E+00  7.0340E-02
  9.1352E+02  9.5467E-02  2.2709E+00  7.4733E-02
  9.1426E+02  9.5893E-02  2.2753E+00  7.5717E-02
  9.1501E+02  9.4844E-02  2.2773E+00  7.3778E-02
  9.1575E+02  9.3952E-02  2.2866E+00  7.1850E-02
  9.1649E+02  9.2691E-02  2.2990E+00  6.7286E-02
  9.1723E+02  9.5076E-02  2.3044E+00  6.0464E-02
  9.1797E+02  9.8766E-02  2.3153E+00  5.6683E-02
  9.1871E+02  1.0210E-01  2.3290E+00  6.1972E-02
  9.1945E+02  1.0640E-01  2.3376E+00  6.8657E-02
  9.2019E+02  1.1038E-01  2.3359E+00  7.3595E-02
  9.2094E+02  1.1327E-01  2.3329E+00  7.6266E-02
  9.2168E+02  1.1303E-01  2.3350E+00  7.8283E-02
  9.2242E+02  1.1080E-01  2.3430E+00  8.1098E-02
  9.2316E+02  1.0923E-01  2.3547E+00  8.2636E-02
  9.2390E+02  1.0571E-01  2.3740E+00  8.4692E-02
  9.2464E+02  1.0368E-01  2.3953E+00  8.5960E-02
  9.2538E+02  9.6475E-02  2.4126E+00  8.3404E-02
  9.2612E+02  9.5237E-02  2.4282E+00  8.1393E-02
