# CREATED BY GENE DIAGNOSTICS TOOL on Tue Apr 26 14:55:46 2022
# diag: zprofile, run(s): 0050, time window: 0-375.309(1 steps), species: i
# original data path: /marconi_scratch/userexternal/pmulholl/p39/scanfiles0006/
# normalization: L_ref=1.65m
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
 -3.1416E+00  0.0000E+00  5.1198E+05  5.1198E+05
 -3.0925E+00  0.0000E+00  4.5173E+05  4.5173E+05
 -3.0434E+00  0.0000E+00  3.4974E+05  3.4974E+05
 -2.9943E+00  0.0000E+00  3.1337E+05  3.1337E+05
 -2.9452E+00  0.0000E+00  3.4114E+05  3.4114E+05
 -2.8962E+00  0.0000E+00  3.5974E+05  3.5974E+05
 -2.8471E+00  0.0000E+00  4.0308E+05  4.0308E+05
 -2.7980E+00  0.0000E+00  3.7131E+05  3.7131E+05
 -2.7489E+00  0.0000E+00  3.2813E+05  3.2813E+05
 -2.6998E+00  0.0000E+00  4.3986E+05  4.3986E+05
 -2.6507E+00  0.0000E+00  5.1815E+05  5.1815E+05
 -2.6016E+00  0.0000E+00  8.3411E+05  8.3411E+05
 -2.5525E+00  0.0000E+00  9.5737E+05  9.5737E+05
 -2.5035E+00  0.0000E+00  1.3106E+06  1.3106E+06
 -2.4544E+00  0.0000E+00  1.4240E+06  1.4240E+06
 -2.4053E+00  0.0000E+00  1.6970E+06  1.6970E+06
 -2.3562E+00  0.0000E+00  1.7861E+06  1.7861E+06
 -2.3071E+00  0.0000E+00  1.9598E+06  1.9598E+06
 -2.2580E+00  0.0000E+00  2.0633E+06  2.0633E+06
 -2.2089E+00  0.0000E+00  2.2632E+06  2.2632E+06
 -2.1598E+00  0.0000E+00  2.5793E+06  2.5793E+06
 -2.1108E+00  0.0000E+00  3.0002E+06  3.0002E+06
 -2.0617E+00  0.0000E+00  3.5068E+06  3.5068E+06
 -2.0126E+00  0.0000E+00  3.8789E+06  3.8789E+06
 -1.9635E+00  0.0000E+00  4.2854E+06  4.2854E+06
 -1.9144E+00  0.0000E+00  4.4636E+06  4.4636E+06
 -1.8653E+00  0.0000E+00  4.8501E+06  4.8501E+06
 -1.8162E+00  0.0000E+00  4.7956E+06  4.7956E+06
 -1.7671E+00  0.0000E+00  4.8530E+06  4.8530E+06
 -1.7181E+00  0.0000E+00  4.4495E+06  4.4495E+06
 -1.6690E+00  0.0000E+00  3.8847E+06  3.8847E+06
 -1.6199E+00  0.0000E+00  3.0959E+06  3.0959E+06
 -1.5708E+00  0.0000E+00  2.1234E+06  2.1234E+06
