# CREATED BY GENE DIAGNOSTICS TOOL on Tue Apr 26 14:52:16 2022
# diag: zprofile, run(s): 0031, time window: 0-179.883(1 steps), species: i
# original data path: /marconi_scratch/userexternal/pmulholl/p39/scanfiles0006/
# normalization: L_ref=1.65m
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
 -3.1416E+00  0.0000E+00  8.4941E+02  8.4941E+02
 -3.0925E+00  0.0000E+00  8.2588E+02  8.2588E+02
 -3.0434E+00  0.0000E+00  8.6326E+02  8.6326E+02
 -2.9943E+00  0.0000E+00  8.6801E+02  8.6801E+02
 -2.9452E+00  0.0000E+00  9.4171E+02  9.4171E+02
 -2.8962E+00  0.0000E+00  9.7031E+02  9.7031E+02
 -2.8471E+00  0.0000E+00  9.9795E+02  9.9795E+02
 -2.7980E+00  0.0000E+00  9.9399E+02  9.9399E+02
 -2.7489E+00  0.0000E+00  1.0032E+03  1.0032E+03
 -2.6998E+00  0.0000E+00  9.5311E+02  9.5311E+02
 -2.6507E+00  0.0000E+00  9.2814E+02  9.2814E+02
 -2.6016E+00  0.0000E+00  8.4824E+02  8.4824E+02
 -2.5525E+00  0.0000E+00  7.9635E+02  7.9635E+02
 -2.5035E+00  0.0000E+00  7.4122E+02  7.4122E+02
 -2.4544E+00  0.0000E+00  6.9304E+02  6.9304E+02
 -2.4053E+00  0.0000E+00  6.5933E+02  6.5933E+02
 -2.3562E+00  0.0000E+00  6.3225E+02  6.3225E+02
 -2.3071E+00  0.0000E+00  6.3437E+02  6.3437E+02
 -2.2580E+00  0.0000E+00  6.2968E+02  6.2968E+02
 -2.2089E+00  0.0000E+00  6.5594E+02  6.5594E+02
 -2.1598E+00  0.0000E+00  6.7972E+02  6.7972E+02
 -2.1108E+00  0.0000E+00  7.6259E+02  7.6259E+02
 -2.0617E+00  0.0000E+00  8.5362E+02  8.5362E+02
 -2.0126E+00  0.0000E+00  1.0185E+03  1.0185E+03
 -1.9635E+00  0.0000E+00  1.2136E+03  1.2136E+03
 -1.9144E+00  0.0000E+00  1.4919E+03  1.4919E+03
 -1.8653E+00  0.0000E+00  1.7448E+03  1.7448E+03
 -1.8162E+00  0.0000E+00  2.1011E+03  2.1011E+03
 -1.7671E+00  0.0000E+00  2.4132E+03  2.4132E+03
 -1.7181E+00  0.0000E+00  2.7381E+03  2.7381E+03
 -1.6690E+00  0.0000E+00  3.1601E+03  3.1601E+03
 -1.6199E+00  0.0000E+00  3.5708E+03  3.5708E+03
 -1.5708E+00  0.0000E+00  3.9144E+03  3.9144E+03
 -1.5217E+00  0.0000E+00  4.3067E+03  4.3067E+03
 -1.4726E+00  0.0000E+00  4.4855E+03  4.4855E+03
 -1.4235E+00  0.0000E+00  4.7146E+03  4.7146E+03
 -1.3744E+00  0.0000E+00  4.7368E+03  4.7368E+03
 -1.3254E+00  0.0000E+00  4.6478E+03  4.6478E+03
 -1.2763E+00  0.0000E+00  4.4608E+03  4.4608E+03
 -1.2272E+00  0.0000E+00  4.1437E+03  4.1437E+03
 -1.1781E+00  0.0000E+00  3.7573E+03  3.7573E+03
 -1.1290E+00  0.0000E+00  3.3285E+03  3.3285E+03
 -1.0799E+00  0.0000E+00  2.8127E+03  2.8127E+03
 -1.0308E+00  0.0000E+00  2.4060E+03  2.4060E+03
 -9.8175E-01  0.0000E+00  2.0042E+03  2.0042E+03
 -9.3266E-01  0.0000E+00  1.7118E+03  1.7118E+03
 -8.8357E-01  0.0000E+00  1.4525E+03  1.4525E+03
 -8.3449E-01  0.0000E+00  1.2768E+03  1.2768E+03
 -7.8540E-01  0.0000E+00  1.1341E+03  1.1341E+03
 -7.3631E-01  0.0000E+00  1.0861E+03  1.0861E+03
 -6.8722E-01  0.0000E+00  1.0784E+03  1.0784E+03
 -6.3814E-01  0.0000E+00  1.1168E+03  1.1168E+03
 -5.8905E-01  0.0000E+00  1.2226E+03  1.2226E+03
 -5.3996E-01  0.0000E+00  1.3577E+03  1.3577E+03
 -4.9087E-01  0.0000E+00  1.4594E+03  1.4594E+03
 -4.4179E-01  0.0000E+00  1.7099E+03  1.7099E+03
 -3.9270E-01  0.0000E+00  1.9499E+03  1.9499E+03
 -3.4361E-01  0.0000E+00  2.3321E+03  2.3321E+03
 -2.9452E-01  0.0000E+00  2.7129E+03  2.7129E+03
 -2.4544E-01  0.0000E+00  3.1140E+03  3.1140E+03
 -1.9635E-01  0.0000E+00  3.4168E+03  3.4168E+03
 -1.4726E-01  0.0000E+00  3.7523E+03  3.7523E+03
 -9.8175E-02  0.0000E+00  3.8265E+03  3.8265E+03
 -4.9087E-02  0.0000E+00  4.1988E+03  4.1988E+03
  0.0000E+00  0.0000E+00  4.0333E+03  4.0333E+03
  4.9087E-02  0.0000E+00  4.2075E+03  4.2075E+03
  9.8175E-02  0.0000E+00  3.8694E+03  3.8694E+03
  1.4726E-01  0.0000E+00  3.8074E+03  3.8074E+03
  1.9635E-01  0.0000E+00  3.4945E+03  3.4945E+03
  2.4544E-01  0.0000E+00  3.1998E+03  3.1998E+03
  2.9452E-01  0.0000E+00  2.7881E+03  2.7881E+03
  3.4361E-01  0.0000E+00  2.4131E+03  2.4131E+03
  3.9270E-01  0.0000E+00  2.0160E+03  2.0160E+03
  4.4179E-01  0.0000E+00  1.7576E+03  1.7576E+03
  4.9087E-01  0.0000E+00  1.4854E+03  1.4854E+03
  5.3996E-01  0.0000E+00  1.3568E+03  1.3568E+03
  5.8905E-01  0.0000E+00  1.2137E+03  1.2137E+03
  6.3814E-01  0.0000E+00  1.0865E+03  1.0865E+03
  6.8722E-01  0.0000E+00  1.0467E+03  1.0467E+03
  7.3631E-01  0.0000E+00  1.0531E+03  1.0531E+03
  7.8540E-01  0.0000E+00  1.1360E+03  1.1360E+03
  8.3449E-01  0.0000E+00  1.3206E+03  1.3206E+03
  8.8357E-01  0.0000E+00  1.5511E+03  1.5511E+03
  9.3266E-01  0.0000E+00  1.8578E+03  1.8578E+03
  9.8175E-01  0.0000E+00  2.2032E+03  2.2032E+03
  1.0308E+00  0.0000E+00  2.6581E+03  2.6581E+03
  1.0799E+00  0.0000E+00  3.1209E+03  3.1209E+03
  1.1290E+00  0.0000E+00  3.6986E+03  3.6986E+03
  1.1781E+00  0.0000E+00  4.1822E+03  4.1822E+03
  1.2272E+00  0.0000E+00  4.6143E+03  4.6143E+03
  1.2763E+00  0.0000E+00  4.9682E+03  4.9682E+03
  1.3254E+00  0.0000E+00  5.1753E+03  5.1753E+03
  1.3744E+00  0.0000E+00  5.2743E+03  5.2743E+03
  1.4235E+00  0.0000E+00  5.2468E+03  5.2468E+03
  1.4726E+00  0.0000E+00  4.9920E+03  4.9920E+03
  1.5217E+00  0.0000E+00  4.7904E+03  4.7904E+03
  1.5708E+00  0.0000E+00  4.3553E+03  4.3553E+03
  1.6199E+00  0.0000E+00  3.9717E+03  3.9717E+03
  1.6690E+00  0.0000E+00  3.5180E+03  3.5180E+03
  1.7181E+00  0.0000E+00  3.0480E+03  3.0480E+03
  1.7671E+00  0.0000E+00  2.6904E+03  2.6904E+03
